Protocol,Benchmark,Algorithm,Instance,Seed,Reference_Iterations,Budget_Seconds,Effective_Time_Limit_Seconds,Completed_Iterations,Reward,BKS,BKS_Gap_Percent,Total_Distance,Visited_Customers,Runtime_Seconds,Runtime_Slack_Seconds,Within_Budget,Timed_Out,Stop_Status,Feasible,Batch_Workers,Source_Record
Symmetric wall clock,Chao,Ejection OFF,p5.3.x,2,2500,3.480222550000235,3.480222550000235,3755,1530.0,1555.0,1.607717041800643,118.0319890985448,56,3.1065223999976297,0.3737001500026053,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.3.x,3,2500,3.480222550000235,3.480222550000235,3587,1545.0,1555.0,0.6430868167202572,118.782297257588,55,3.004824199997529,0.4753983500027061,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.3.y,0,2500,3.2831944999998086,3.2831944999998086,3415,1590.0,1595.0,0.3134796238244514,120.80477330320709,58,2.869848999998794,0.4133455000010144,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.3.y,1,2500,3.2831944999998086,3.2831944999998086,3612,1590.0,1595.0,0.3134796238244514,122.34258213637264,58,2.917189300002065,0.366005199997744,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.3.y,2,2500,3.2831944999998086,3.2831944999998086,3298,1590.0,1595.0,0.3134796238244514,122.0319890985448,58,2.8404837000016414,0.4427107999981672,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.3.y,3,2500,3.2831944999998086,3.2831944999998086,3463,1590.0,1595.0,0.3134796238244514,122.0319890985448,58,2.8473524000000907,0.4358420999997179,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.3.z,0,2500,2.795735500000319,2.795735500000319,3040,1635.0,1635.0,0.0,128.34258213637264,61,2.303901499999484,0.4918340000008356,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.3.z,1,2500,2.795735500000319,2.795735500000319,3004,1635.0,1635.0,0.0,128.00876701224513,61,2.3618602999995346,0.4338752000007844,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.3.z,2,2500,2.795735500000319,2.795735500000319,3104,1635.0,1635.0,0.0,128.00876701224513,61,2.376430200001778,0.4193052999985411,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.3.z,3,2500,2.795735500000319,2.795735500000319,3095,1635.0,1635.0,0.0,128.00876701224513,61,2.3880065999983344,0.4077289000019846,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.m,0,2500,2.9150769500001843,2.9150769500001843,3609,550.0,555.0,0.9009009009009008,62.96640083988888,26,2.457105199999205,0.4579717500009792,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.m,1,2500,2.9150769500001843,2.9150769500001843,3623,550.0,555.0,0.9009009009009008,62.96640083988888,26,2.495816599999671,0.4192603500005134,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.m,2,2500,2.9150769500001843,2.9150769500001843,3651,555.0,555.0,0.0,64.26800943142202,25,2.458719199999905,0.4563577500002793,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.m,3,2500,2.9150769500001843,2.9150769500001843,3614,550.0,555.0,0.9009009009009008,62.96640083988888,26,2.4363015000017185,0.4787754499984658,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.o,0,2500,3.3340727249997144,3.3340727249997144,4179,690.0,690.0,0.0,73.5097766046326,30,2.853703900000255,0.4803688249994593,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.o,1,2500,3.3340727249997144,3.3340727249997144,4285,690.0,690.0,0.0,73.5097766046326,30,2.950469700001122,0.3836030249985924,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.o,2,2500,3.3340727249997144,3.3340727249997144,4081,685.0,690.0,0.7246376811594203,73.69916021231546,31,2.8645776999983354,0.4694950250013789,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.o,3,2500,3.3340727249997144,3.3340727249997144,4161,680.0,690.0,1.4492753623188406,73.88854381999832,32,2.92295809999996,0.4111146249997546,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.p,0,2500,3.456452624999656,3.456452624999656,3920,760.0,765.0,0.6535947712418301,76.45111915039936,32,3.044148100001621,0.412304524998035,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.p,1,2500,3.456452624999656,3.456452624999656,3816,760.0,765.0,0.6535947712418301,76.45111915039936,32,2.9792911000004096,0.4771615249992464,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.p,2,2500,3.456452624999656,3.456452624999656,3898,760.0,765.0,0.6535947712418301,76.45111915039936,32,2.985576499999297,0.470876125000359,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.p,3,2500,3.456452624999656,3.456452624999656,3823,760.0,765.0,0.6535947712418301,76.45111915039936,32,2.964058500001556,0.4923941249980998,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.q,0,2500,3.827465775000292,3.827465775000292,4265,860.0,860.0,0.0,81.1374106514146,36,3.4707764999984647,0.3566892750018269,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.q,1,2500,3.827465775000292,3.827465775000292,4043,860.0,860.0,0.0,81.1374106514146,36,3.3441662000004726,0.483299574999819,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.q,2,2500,3.827465775000292,3.827465775000292,4014,860.0,860.0,0.0,81.1374106514146,36,3.3450738999999885,0.4823918750003031,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.q,3,2500,3.827465775000292,3.827465775000292,4020,860.0,860.0,0.0,81.1374106514146,36,3.37393229999725,0.4535334750030415,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.r,0,2500,3.974126500000239,3.974126500000239,4242,900.0,960.0,6.25,87.76482764938413,36,3.518441600001097,0.4556848999991416,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.r,1,2500,3.974126500000239,3.974126500000239,4232,900.0,960.0,6.25,87.76482764938413,36,3.5831151000020327,0.3910113999982059,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.r,2,2500,3.974126500000239,3.974126500000239,4284,900.0,960.0,6.25,87.76482764938413,36,3.5765224999995557,0.3976040000006833,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.r,3,2500,3.974126500000239,3.974126500000239,4093,900.0,960.0,6.25,87.76482764938413,36,3.476650399999926,0.4974761000003127,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.s,0,2500,4.035515250000117,4.035515250000117,4229,1015.0,1030.0,1.4563106796116505,93.74653127318808,39,3.660769299996901,0.3747459500032164,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.s,1,2500,4.035515250000117,4.035515250000117,3986,1000.0,1030.0,2.912621359223301,92.45111915039936,40,3.563522700002068,0.471992549998049,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.s,2,2500,4.035515250000117,4.035515250000117,4031,1000.0,1030.0,2.912621359223301,92.45111915039936,40,3.581101800002216,0.4544134499979009,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.s,3,2500,4.035515250000117,4.035515250000117,4096,1000.0,1030.0,2.912621359223301,92.45111915039936,40,3.673498300002393,0.3620169499977237,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.t,0,2500,4.042686750000485,4.042686750000485,4076,1100.0,1160.0,5.172413793103448,97.1374106514146,44,3.704847099998005,0.3378396500024792,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.t,1,2500,4.042686750000485,4.042686750000485,3851,1100.0,1160.0,5.172413793103448,97.1374106514146,44,3.595061800002441,0.447624949998044,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.t,2,2500,4.042686750000485,4.042686750000485,4023,1105.0,1160.0,4.741379310344827,97.98921293954396,43,3.662288499999704,0.3803982500007805,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.t,3,2500,4.042686750000485,4.042686750000485,4193,1125.0,1160.0,3.0172413793103448,98.87713223932408,41,3.596159800003079,0.4465269499974056,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.u,0,2500,3.711924900000213,3.711924900000213,3971,1300.0,1300.0,0.0,104.18673747926776,44,3.3663668999979564,0.3455580000022564,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.u,1,2500,3.711924900000213,3.711924900000213,3917,1240.0,1300.0,4.615384615384615,103.2334234090707,44,3.371614200001204,0.3403106999990086,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.u,2,2500,3.711924900000213,3.711924900000213,3862,1300.0,1300.0,0.0,104.18673747926776,44,3.308574500002578,0.4033503999976346,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.u,3,2500,3.711924900000213,3.711924900000213,4020,1300.0,1300.0,0.0,104.18673747926776,44,3.365669999999227,0.3462549000009858,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.v,0,2500,3.5700283500000296,3.5700283500000296,3628,1320.0,1320.0,0.0,108.62325508938126,48,3.095974100000604,0.4740542499994262,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.v,1,2500,3.5700283500000296,3.5700283500000296,3659,1320.0,1320.0,0.0,108.62325508938126,48,3.2059373000010964,0.3640910499989331,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.v,2,2500,3.5700283500000296,3.5700283500000296,3435,1320.0,1320.0,0.0,108.62325508938126,48,3.09201910000047,0.4780092499995589,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.v,3,2500,3.5700283500000296,3.5700283500000296,3704,1320.0,1320.0,0.0,108.62325508938126,48,3.202585999999428,0.3674423500006014,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.w,0,2500,3.8709747749999215,3.8709747749999215,3901,1380.0,1390.0,0.7194244604316546,113.1374106514146,52,3.4426728999969782,0.4283018750029441,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.w,1,2500,3.8709747749999215,3.8709747749999215,3935,1380.0,1390.0,0.7194244604316546,113.1374106514146,52,3.5438357000020915,0.3271390749978309,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.w,2,2500,3.8709747749999215,3.8709747749999215,3934,1380.0,1390.0,0.7194244604316546,113.1374106514146,52,3.4837509999997565,0.3872237750001659,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.w,3,2500,3.8709747749999215,3.8709747749999215,3913,1380.0,1390.0,0.7194244604316546,113.1374106514146,52,3.4481560999993235,0.4228186750005989,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.x,0,2500,3.6577532249998512,3.6577532249998512,3736,1425.0,1450.0,1.7241379310344829,118.14570622052506,53,3.1747226000006776,0.4830306249991736,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.x,1,2500,3.6577532249998512,3.6577532249998512,3738,1425.0,1450.0,1.7241379310344829,118.3765754935048,51,3.3172510000003967,0.3405022249994545,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.x,2,2500,3.6577532249998512,3.6577532249998512,3506,1420.0,1450.0,2.0689655172413794,116.53718711989032,52,3.1955949000002875,0.4621583249995638,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.x,3,2500,3.6577532249998512,3.6577532249998512,3719,1430.0,1450.0,1.3793103448275863,117.33999684183274,52,3.1917972000010195,0.4659560249988317,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.y,0,2500,3.121943425000154,3.121943425000154,3289,1485.0,1520.0,2.3026315789473686,122.91275370418217,55,2.6791522999992594,0.4427911250008947,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.y,1,2500,3.121943425000154,3.121943425000154,3352,1510.0,1520.0,0.6578947368421053,124.45111915039936,56,2.772810700000264,0.3491327249998903,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.y,2,2500,3.121943425000154,3.121943425000154,3201,1510.0,1520.0,0.6578947368421053,121.88854381999832,56,2.690345699997124,0.43159772500303,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.y,3,2500,3.121943425000154,3.121943425000154,3203,1520.0,1520.0,0.0,124.45111915039936,56,2.6448117999971146,0.4771316250030395,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.z,0,2500,2.5860553499996968,2.5860553499996968,2910,1620.0,1620.0,0.0,129.1374106514146,60,2.177642200000264,0.4084131499994328,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.z,1,2500,2.5860553499996968,2.5860553499996968,2922,1620.0,1620.0,0.0,129.1374106514146,60,2.2212894999975106,0.3647658500021862,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.z,2,2500,2.5860553499996968,2.5860553499996968,2932,1620.0,1620.0,0.0,129.1374106514146,60,2.2263640999990457,0.359691250000651,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p5.4.z,3,2500,2.5860553499996968,2.5860553499996968,2879,1620.0,1620.0,0.0,129.1374106514146,60,2.1981848000032187,0.3878705499964781,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.2.d,0,2500,2.159697099999903,2.159697099999903,4199,192.0,192.0,0.0,29.65685424949238,14,1.6977692000000388,0.4619278999998641,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.2.d,1,2500,2.159697099999903,2.159697099999903,4199,192.0,192.0,0.0,29.65685424949238,14,1.6951991999994789,0.4644979000004241,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.2.d,2,2500,2.159697099999903,2.159697099999903,4199,192.0,192.0,0.0,29.65685424949238,14,1.699203899999702,0.4604932000002009,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.2.d,3,2500,2.159697099999903,2.159697099999903,4199,192.0,192.0,0.0,29.65685424949238,14,1.6926974999987578,0.4669996000011451,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.2.j,0,2500,4.075300524999875,4.075300524999875,4293,942.0,948.0,0.6329113924050633,58.21225132517719,37,3.7311293999991904,0.3441711250006847,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.2.j,1,2500,4.075300524999875,4.075300524999875,4005,942.0,948.0,0.6329113924050633,58.21225132517719,37,3.6547472000020207,0.4205533249978543,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.2.j,2,2500,4.075300524999875,4.075300524999875,3934,936.0,948.0,1.2658227848101269,56.56854249492381,38,3.647607600003539,0.4276929249963359,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.2.j,3,2500,4.075300524999875,4.075300524999875,4083,942.0,948.0,0.6329113924050633,58.21225132517719,37,3.753107699998509,0.3221928250013661,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.2.l,0,2500,4.253416824999931,4.253416824999931,3969,1116.0,1116.0,0.0,67.88225099390857,46,3.7868510999978753,0.4665657250020558,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.2.l,1,2500,4.253416824999931,4.253416824999931,4045,1116.0,1116.0,0.0,67.88225099390857,46,3.940224500001932,0.3131923249979991,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.2.l,2,2500,4.253416824999931,4.253416824999931,3947,1116.0,1116.0,0.0,67.88225099390857,46,3.825193000000581,0.4282238249993497,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.2.l,3,2500,4.253416824999931,4.253416824999931,3956,1116.0,1116.0,0.0,67.88225099390857,46,3.8287983000009262,0.4246185249990049,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.2.m,0,2500,3.923616524999943,3.923616524999943,3862,1188.0,1188.0,0.0,73.53910524340095,50,3.589973699999973,0.3336428249999699,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.2.m,1,2500,3.923616524999943,3.923616524999943,3841,1188.0,1188.0,0.0,73.53910524340095,50,3.529131299997971,0.3944852250019721,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.2.m,2,2500,3.923616524999943,3.923616524999943,3666,1188.0,1188.0,0.0,73.53910524340095,50,3.451147399999172,0.4724691250007709,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.2.m,3,2500,3.923616524999943,3.923616524999943,3824,1188.0,1188.0,0.0,73.53910524340095,50,3.493127200003073,0.43048932499687,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.2.n,0,2500,3.613294375000805,3.613294375000805,3461,1260.0,1260.0,0.0,79.19595949289332,54,3.194272499997169,0.4190218750036365,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.2.n,1,2500,3.613294375000805,3.613294375000805,3515,1260.0,1260.0,0.0,79.19595949289332,54,3.261828599999717,0.3514657750010883,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.2.n,2,2500,3.613294375000805,3.613294375000805,3372,1260.0,1260.0,0.0,79.19595949289332,54,3.121097800001735,0.4921965749990704,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.2.n,3,2500,3.613294375000805,3.613294375000805,3462,1260.0,1260.0,0.0,79.19595949289332,54,3.1591784000011103,0.454115974999695,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.3.g,0,2500,2.50615095000012,2.50615095000012,4216,282.0,282.0,0.0,44.55790079237062,19,2.066167899996799,0.4399830500033204,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.3.g,1,2500,2.50615095000012,2.50615095000012,4148,282.0,282.0,0.0,44.55790079237062,19,2.0470529999984137,0.4590979500017056,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.3.g,2,2500,2.50615095000012,2.50615095000012,4228,282.0,282.0,0.0,44.55790079237062,19,2.032590099999652,0.4735608500004673,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.3.g,3,2500,2.50615095000012,2.50615095000012,4279,282.0,282.0,0.0,44.55790079237062,19,2.0605682999994315,0.4455826500006878,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.3.h,0,2500,3.609835825000573,3.609835825000573,4891,444.0,444.0,0.0,49.45584412271572,27,3.2252483000011125,0.3845875249994606,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.3.h,1,2500,3.609835825000573,3.609835825000573,4840,444.0,444.0,0.0,49.45584412271572,27,3.179590200001257,0.4302456249993156,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
Symmetric wall clock,Chao,Ejection OFF,p6.3.h,2,2500,3.609835825000573,3.609835825000573,4781,444.0,444.0,0.0,49.45584412271572,27,3.145617799997126,0.4642180250034471,True,True,time_limit_guard_at_iteration_boundary,True,2,04_symmetric_wall_clock_ejection_on_off/off/raw_runs.csv
