Protocol,Benchmark,Algorithm,Instance,Seed,Reference_Iterations,Budget_Seconds,Effective_Time_Limit_Seconds,Completed_Iterations,Reward,BKS,BKS_Gap_Percent,Total_Distance,Visited_Customers,Runtime_Seconds,Runtime_Slack_Seconds,Within_Budget,Feasible,Batch_Workers,Source_Record
Runtime budget baseline,Chao,ILS,p4.4.t,0,2500,6.894636874999833,6.644636874999833,1802,1251.0,1285.0,2.6459143968871595,234.226583230486,90,6.640112000000954,0.2545248749988786,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p4.4.t,1,2500,6.894636874999833,6.644636874999833,1777,1257.0,1285.0,2.178988326848249,237.92997541858028,87,6.633228599999711,0.2614082750001216,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p4.4.t,2,2500,6.894636874999833,6.644636874999833,1741,1263.0,1285.0,1.7120622568093384,237.89067105515423,91,6.6371384999984,0.2574983750014326,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p4.4.t,3,2500,6.894636874999833,6.644636874999833,1747,1240.0,1285.0,3.501945525291829,237.38003683163697,91,6.6398407999986375,0.2547960750011953,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.h,0,2500,2.5047752749997017,2.2547752749997017,17148,390.0,410.0,4.878048780487805,39.49847350245616,18,2.25285189999704,0.2519233750026615,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.h,1,2500,2.5047752749997017,2.2547752749997017,17265,390.0,410.0,4.878048780487805,39.49847350245616,18,2.2528283999999985,0.2519468749997031,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.h,2,2500,2.5047752749997017,2.2547752749997017,17156,390.0,410.0,4.878048780487805,39.49847350245616,18,2.2528535000019474,0.2519217749977542,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.h,3,2500,2.5047752749997017,2.2547752749997017,17246,390.0,410.0,4.878048780487805,39.49847350245616,18,2.252901899999415,0.2518733750002866,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.j,0,2500,2.6727737749997686,2.4227737749997686,10360,560.0,580.0,3.4482758620689653,49.84161925296378,24,2.4210125999998127,0.251761174999956,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.j,1,2500,2.6727737749997686,2.4227737749997686,10435,560.0,580.0,3.4482758620689653,49.84161925296378,24,2.4208412999978464,0.2519324750019223,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.j,2,2500,2.6727737749997686,2.4227737749997686,10374,560.0,580.0,3.4482758620689653,49.84161925296378,24,2.4206386000005296,0.2521351749992391,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.j,3,2500,2.6727737749997686,2.4227737749997686,10429,560.0,580.0,3.4482758620689653,49.84161925296378,24,2.4209605000032752,0.2518132749964934,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.k,0,2500,3.485266225000487,3.235266225000487,13794,620.0,670.0,7.462686567164179,54.64757033209087,24,3.233524399998714,0.2517418250017726,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.k,1,2500,3.485266225000487,3.235266225000487,13821,620.0,670.0,7.462686567164179,54.64757033209087,24,3.233518799999729,0.2517474250007581,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.k,2,2500,3.485266225000487,3.235266225000487,13848,620.0,670.0,7.462686567164179,54.64757033209087,24,3.233478099999047,0.2517881250014397,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.k,3,2500,3.485266225000487,3.235266225000487,13860,620.0,670.0,7.462686567164179,54.64757033209087,24,3.2334343000002264,0.2518319250002605,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.l,0,2500,3.2870740499997737,3.0370740499997737,11465,700.0,800.0,12.5,57.84161925296378,28,3.035164500000974,0.2519095499987998,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.l,1,2500,3.2870740499997737,3.0370740499997737,11508,700.0,800.0,12.5,57.84161925296378,28,3.035346100001334,0.2517279499984397,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.l,2,2500,3.2870740499997737,3.0370740499997737,11428,700.0,800.0,12.5,57.84161925296378,28,3.03531060000023,0.2517634499995438,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.l,3,2500,3.2870740499997737,3.0370740499997737,11526,700.0,800.0,12.5,57.84161925296378,28,3.035176199999114,0.2518978500006597,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.m,0,2500,4.330206825000005,4.080206825000005,14471,770.0,860.0,10.465116279069768,63.49847350245616,30,4.078377999998338,0.2518288250016667,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.m,1,2500,4.330206825000005,4.080206825000005,14514,770.0,860.0,10.465116279069768,63.49847350245616,30,4.078387500001554,0.2518193249984506,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.m,2,2500,4.330206825000005,4.080206825000005,14575,770.0,860.0,10.465116279069768,63.49847350245616,30,4.078368899998168,0.251837925001837,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.m,3,2500,4.330206825000005,4.080206825000005,14494,770.0,860.0,10.465116279069768,63.49847350245616,30,4.078471799999534,0.251735025000471,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.n,0,2500,4.147918699999536,3.897918699999536,9395,820.0,925.0,11.35135135135135,65.84161925296378,32,3.896015499998612,0.2519032000009247,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.n,1,2500,4.147918699999536,3.897918699999536,9372,820.0,925.0,11.35135135135135,65.84161925296378,32,3.896207199999481,0.2517115000000558,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.n,2,2500,4.147918699999536,3.897918699999536,9368,820.0,925.0,11.35135135135135,65.84161925296378,32,3.894762100000662,0.2531565999988743,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.n,3,2500,4.147918699999536,3.897918699999536,9369,820.0,925.0,11.35135135135135,65.84161925296378,32,3.8949778999995033,0.252940800000033,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.o,0,2500,4.055512049999834,3.805512049999834,8268,940.0,1020.0,7.8431372549019605,73.84161925296378,36,3.803788400000485,0.2517236499993487,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.o,1,2500,4.055512049999834,3.805512049999834,8206,940.0,1020.0,7.8431372549019605,73.84161925296378,36,3.800897399996757,0.2546146500030772,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.o,2,2500,4.055512049999834,3.805512049999834,8263,940.0,1020.0,7.8431372549019605,73.84161925296378,36,3.8031861999988905,0.2523258500009433,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.o,3,2500,4.055512049999834,3.805512049999834,8196,940.0,1020.0,7.8431372549019605,73.84161925296378,36,3.80393290000211,0.251579149997724,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.p,0,2500,4.571272224999575,4.321272224999575,9063,1020.0,1150.0,11.304347826086957,79.49847350245616,38,4.319569300001604,0.2517029249979714,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.p,1,2500,4.571272224999575,4.321272224999575,9000,1020.0,1150.0,11.304347826086957,79.49847350245616,38,4.319606999997632,0.2516652250019433,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.p,2,2500,4.571272224999575,4.321272224999575,9076,1020.0,1150.0,11.304347826086957,79.49847350245616,38,4.319575800000166,0.2516964249994089,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.p,3,2500,4.571272224999575,4.321272224999575,9026,1020.0,1150.0,11.304347826086957,79.49847350245616,38,4.319666200000938,0.2516060249986367,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.q,0,2500,4.418994250000196,4.168994250000196,8169,1070.0,1195.0,10.460251046025105,81.84161925296378,40,4.164345699999103,0.2546485500010931,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.q,1,2500,4.418994250000196,4.168994250000196,8220,1070.0,1195.0,10.460251046025105,81.84161925296378,40,4.166187500002707,0.2528067499974895,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.q,2,2500,4.418994250000196,4.168994250000196,8218,1070.0,1195.0,10.460251046025105,81.84161925296378,40,4.167535799999314,0.2514584500008823,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.q,3,2500,4.418994250000196,4.168994250000196,8210,1070.0,1195.0,10.460251046025105,81.84161925296378,40,4.167386499997519,0.2516077500026767,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.r,0,2500,4.87192237499994,4.62192237499994,6196,1190.0,1260.0,5.555555555555555,89.84161925296378,44,4.608223699997325,0.2636986750026153,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.r,1,2500,4.87192237499994,4.62192237499994,6186,1190.0,1260.0,5.555555555555555,89.84161925296378,44,4.610618499998964,0.2613038750009764,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.r,2,2500,4.87192237499994,4.62192237499994,6243,1190.0,1260.0,5.555555555555555,89.84161925296378,44,4.620429200000217,0.2514931749997231,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.r,3,2500,4.87192237499994,4.62192237499994,6254,1190.0,1260.0,5.555555555555555,89.84161925296378,44,4.619307299999491,0.252615075000449,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.s,0,2500,4.718533475000186,4.468533475000186,6008,1250.0,1340.0,6.7164179104477615,94.64757033209088,44,4.466881799999101,0.2516516750010851,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.s,1,2500,4.718533475000186,4.468533475000186,5977,1250.0,1340.0,6.7164179104477615,94.64757033209088,44,4.466453599998204,0.2520798750019821,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.s,2,2500,4.718533475000186,4.468533475000186,5987,1250.0,1340.0,6.7164179104477615,94.64757033209088,44,4.467142200002854,0.2513912749973315,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.s,3,2500,4.718533475000186,4.468533475000186,5976,1250.0,1340.0,6.7164179104477615,94.64757033209088,44,4.467159600000741,0.2513738749994445,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.t,0,2500,4.595996725000077,4.345996725000077,5341,1310.0,1400.0,6.428571428571429,97.84161925296378,48,4.344588700001623,0.2514080249984545,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.t,1,2500,4.595996725000077,4.345996725000077,5373,1310.0,1400.0,6.428571428571429,97.84161925296378,48,4.344216699999379,0.2517800250006985,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.t,2,2500,4.595996725000077,4.345996725000077,5348,1310.0,1400.0,6.428571428571429,97.84161925296378,48,4.339448200000334,0.2565485249997437,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.t,3,2500,4.595996725000077,4.345996725000077,5348,1310.0,1400.0,6.428571428571429,97.84161925296378,48,4.340027300000656,0.2559694249994209,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.u,0,2500,4.712462625000171,4.462462625000171,5352,1435.0,1460.0,1.7123287671232876,104.83354528450442,49,4.460532199998852,0.2519304250013192,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.u,1,2500,4.712462625000171,4.462462625000171,5290,1430.0,1460.0,2.0547945205479454,104.9907160825985,50,4.460833000001003,0.2516296249991683,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.u,2,2500,4.712462625000171,4.462462625000171,5321,1430.0,1460.0,2.0547945205479454,104.9907160825985,50,4.4606148999992,0.2518477250009709,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.u,3,2500,4.712462625000171,4.462462625000171,5315,1430.0,1460.0,2.0547945205479454,104.9907160825985,50,4.461220400000457,0.2512422249997144,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.v,0,2500,4.337932524999815,4.087932524999815,3577,1440.0,1505.0,4.318936877076412,105.84161925296378,52,4.086171499999182,0.2517610250006328,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.v,1,2500,4.337932524999815,4.087932524999815,3572,1440.0,1505.0,4.318936877076412,105.84161925296378,52,4.08461829999942,0.2533142250003948,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.v,2,2500,4.337932524999815,4.087932524999815,3615,1445.0,1505.0,3.9867109634551494,105.84161925296378,51,4.085536200000206,0.2523963249996086,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.v,3,2500,4.337932524999815,4.087932524999815,3567,1440.0,1505.0,4.318936877076412,105.84161925296378,52,4.084874699998181,0.2530578250016333,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.w,0,2500,4.114311649999763,3.864311649999763,3139,1560.0,1565.0,0.3194888178913738,113.84161925296378,56,3.8594402000017,0.2548714499980633,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.w,1,2500,4.114311649999763,3.864311649999763,3138,1560.0,1565.0,0.3194888178913738,113.84161925296378,56,3.8606448999998975,0.2536667499998657,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.w,2,2500,4.114311649999763,3.864311649999763,3162,1560.0,1565.0,0.3194888178913738,113.84161925296378,56,3.862995399998909,0.2513162500008548,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.w,3,2500,4.114311649999763,3.864311649999763,3158,1560.0,1565.0,0.3194888178913738,113.84161925296378,56,3.862848099997791,0.2514635500019722,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.x,0,2500,3.4747546999992664,3.2247546999992664,2527,1590.0,1610.0,1.2422360248447204,119.49847350245616,58,3.2233013000004576,0.2514533999988089,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.x,1,2500,3.4747546999992664,3.2247546999992664,2524,1590.0,1610.0,1.2422360248447204,119.49847350245616,58,3.222862100003113,0.2518925999961539,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.x,2,2500,3.4747546999992664,3.2247546999992664,2552,1590.0,1610.0,1.2422360248447204,119.49847350245616,58,3.223330900000292,0.2514237999989746,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.x,3,2500,3.4747546999992664,3.2247546999992664,2549,1590.0,1610.0,1.2422360248447204,119.49847350245616,58,3.222915700000158,0.2518389999991086,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.y,0,2500,3.2344877250002355,2.9844877250002355,2678,1630.0,1645.0,0.9118541033434651,122.73142601879904,60,2.9828718999997363,0.2516158250004991,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.y,1,2500,3.2344877250002355,2.9844877250002355,2718,1630.0,1645.0,0.9118541033434651,122.73142601879904,60,2.982626100001653,0.2518616249985825,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.y,2,2500,3.2344877250002355,2.9844877250002355,2702,1630.0,1645.0,0.9118541033434651,122.73142601879904,60,2.9825572000008838,0.2519305249993522,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.y,3,2500,3.2344877250002355,2.9844877250002355,2704,1630.0,1645.0,0.9118541033434651,122.73142601879904,60,2.9828758999974525,0.251611825002783,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.z,0,2500,2.5367986249998467,2.2867986249998467,2206,1660.0,1680.0,1.1904761904761905,128.3882802682914,62,2.285723799999687,0.2510748250001597,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.z,1,2500,2.5367986249998467,2.2867986249998467,2203,1660.0,1680.0,1.1904761904761905,128.3882802682914,62,2.284874699998909,0.2519239250009377,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.z,2,2500,2.5367986249998467,2.2867986249998467,2193,1660.0,1680.0,1.1904761904761905,128.3882802682914,62,2.2839653000010003,0.2528333249988463,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.2.z,3,2500,2.5367986249998467,2.2867986249998467,2187,1660.0,1680.0,1.1904761904761905,128.3882802682914,62,2.28398179999931,0.2528168250005365,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.k,0,2500,2.763983450000069,2.513983450000069,10784,470.0,495.0,5.05050505050505,49.22678406009828,22,2.51204879999932,0.2519346500007486,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.k,1,2500,2.763983450000069,2.513983450000069,10736,470.0,495.0,5.05050505050505,49.22678406009828,22,2.512048099997628,0.2519353500024408,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.k,2,2500,2.763983450000069,2.513983450000069,10863,470.0,495.0,5.05050505050505,49.22678406009828,22,2.512148200003139,0.2518352499969296,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.k,3,2500,2.763983450000069,2.513983450000069,10873,470.0,495.0,5.05050505050505,49.22678406009828,22,2.512186200001452,0.2517972499986172,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.l,0,2500,2.844513474999985,2.594513474999985,10204,575.0,595.0,3.361344537815126,57.71206543433685,25,2.592605400001048,0.2519080749989371,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.l,1,2500,2.844513474999985,2.594513474999985,10183,575.0,595.0,3.361344537815126,57.71206543433685,25,2.592606899997918,0.2519065750020672,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.l,2,2500,2.844513474999985,2.594513474999985,10207,575.0,595.0,3.361344537815126,57.71206543433685,25,2.5865295000003243,0.2579839749996608,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.l,3,2500,2.844513474999985,2.594513474999985,10184,575.0,595.0,3.361344537815126,57.71206543433685,25,2.586799599997903,0.2577138750020822,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.n,0,2500,3.4665860499999326,3.2165860499999326,10997,720.0,755.0,4.635761589403973,68.03617596751683,30,3.2147977000022365,0.251788349997696,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.n,1,2500,3.4665860499999326,3.2165860499999326,11297,695.0,755.0,7.947019867549669,65.71206543433686,29,3.2146509000012884,0.2519351499986442,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.n,2,2500,3.4665860499999326,3.2165860499999326,11128,695.0,755.0,7.947019867549669,65.71206543433686,29,3.2147922000003746,0.251793849999558,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.n,3,2500,3.4665860499999326,3.2165860499999326,11193,695.0,755.0,7.947019867549669,65.71206543433686,29,3.214694299997064,0.2518917500028692,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.o,0,2500,3.565351675000329,3.315351675000329,7458,805.0,870.0,7.471264367816092,72.05521118484448,33,3.313792700002523,0.2515589749978062,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.o,1,2500,3.565351675000329,3.315351675000329,7459,805.0,870.0,7.471264367816092,72.05521118484448,33,3.313505599999189,0.25184607500114,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.o,2,2500,3.565351675000329,3.315351675000329,7451,805.0,870.0,7.471264367816092,72.05521118484448,33,3.313789200001338,0.2515624749989911,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.o,3,2500,3.565351675000329,3.315351675000329,7444,805.0,870.0,7.471264367816092,72.05521118484448,33,3.3136342000034347,0.2517174749968944,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.q,0,2500,4.059889250000197,3.8098892500001966,7839,935.0,1070.0,12.616822429906541,81.71206543433685,37,3.808397299999342,0.2514919500008545,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.q,1,2500,4.059889250000197,3.8098892500001966,7858,935.0,1070.0,12.616822429906541,81.71206543433685,37,3.808420200002729,0.2514690499974676,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.q,2,2500,4.059889250000197,3.8098892500001966,7780,935.0,1070.0,12.616822429906541,81.71206543433685,37,3.808210499999405,0.2516787500007922,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.q,3,2500,4.059889250000197,3.8098892500001966,7825,935.0,1070.0,12.616822429906541,81.71206543433685,37,3.808171499997116,0.2517177500030811,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.r,0,2500,3.944829324999773,3.694829324999773,7022,1000.0,1125.0,11.11111111111111,85.22678406009828,40,3.693512500001816,0.2513168249979571,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.r,1,2500,3.944829324999773,3.694829324999773,7041,1000.0,1125.0,11.11111111111111,85.22678406009828,40,3.693249899999501,0.2515794250002727,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.r,2,2500,3.944829324999773,3.694829324999773,7037,1000.0,1125.0,11.11111111111111,85.22678406009828,40,3.688858400000754,0.2559709249990192,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.r,3,2500,3.944829324999773,3.694829324999773,7072,1000.0,1125.0,11.11111111111111,86.71673074752691,40,3.688285400003224,0.2565439249965493,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.s,0,2500,4.45866100000012,4.20866100000012,6351,1035.0,1190.0,13.025210084033613,89.71206543433685,41,4.20731159999923,0.2513494000008904,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.s,1,2500,4.45866100000012,4.20866100000012,5745,1035.0,1190.0,13.025210084033613,88.05521118484447,41,4.207047899999452,0.251613100000668,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.s,2,2500,4.45866100000012,4.20866100000012,5786,1035.0,1190.0,13.025210084033613,88.05521118484447,41,4.207374199999322,0.2512868000007984,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.s,3,2500,4.45866100000012,4.20866100000012,5821,1035.0,1190.0,13.025210084033613,88.05521118484447,41,4.207025700001395,0.2516352999987248,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.t,0,2500,4.4674831249994895,4.2174831249994895,5618,1095.0,1260.0,13.095238095238095,98.669482763575,43,4.215436500002397,0.2520466249970923,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.t,1,2500,4.4674831249994895,4.2174831249994895,5592,1075.0,1260.0,14.682539682539682,96.37976650518124,43,4.215996499999164,0.2514866250003251,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.t,2,2500,4.4674831249994895,4.2174831249994895,5570,1075.0,1260.0,14.682539682539682,93.20774884277064,43,4.215955800002121,0.2515273249973688,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.t,3,2500,4.4674831249994895,4.2174831249994895,5583,1075.0,1260.0,14.682539682539682,96.37976650518124,43,4.215530500001478,0.2519526249980117,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.u,0,2500,4.153086850000818,3.903086850000818,4899,1300.0,1345.0,3.345724907063197,103.40589946269864,46,3.9001200000020617,0.2529668499987565,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.u,1,2500,4.153086850000818,3.903086850000818,5027,1300.0,1345.0,3.345724907063197,103.19860346649617,46,3.8969557999989775,0.2561310500018408,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.u,2,2500,4.153086850000818,3.903086850000818,4925,1300.0,1345.0,3.345724907063197,103.40589946269864,46,3.9018381999994745,0.2512486500013438,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.u,3,2500,4.153086850000818,3.903086850000818,5073,1210.0,1345.0,10.037174721189592,102.19734680857542,44,3.90126059999966,0.2518262500011587,True,True,2,05_runtime_budget_baselines/raw_runs.csv
Runtime budget baseline,Chao,ILS,p5.3.v,0,2500,3.92622317499945,3.67622317499945,4527,1150.0,1425.0,19.29824561403509,102.05521118484448,46,3.66886500000328,0.2573581749961704,True,True,2,05_runtime_budget_baselines/raw_runs.csv
