Protocol,Algorithm,Instance,Seed,Reference_Iterations,Budget_Seconds,Effective_Time_Limit_Seconds,Completed_Iterations,Reward,BKS,BKS_Gap_Percent_Source,Total_Distance,Visited_Customers,Runtime_Seconds,Runtime_Slack_Seconds,Within_Budget,Timed_Out,Stop_Status,Feasible,Source_Record
Runtime-budget comparison,GRASP,cmt200b_m3,0,2500,43.168239249999715,42.918239249999715,106312,1736.0,2019.0,14.016840019811788,377.09482946916694,100,42.91885269999966,0.24938655000005383,True,,hard_wall,True,runtime_4methods_csv:225
Runtime-budget comparison,GRASP,cmt200b_m3,1,2500,43.168239249999715,42.918239249999715,106073,1732.0,2019.0,14.21495789995047,380.69035889530915,99,42.91910159999952,0.2491376500001934,True,,hard_wall,True,runtime_4methods_csv:226
Runtime-budget comparison,GRASP,cmt200b_m3,2,2500,43.168239249999715,42.918239249999715,106402,1753.0,2019.0,13.174839029222387,377.384616954088,100,42.91901280000002,0.24922644999969634,True,,hard_wall,True,runtime_4methods_csv:227
Runtime-budget comparison,GRASP,cmt200b_m3,3,2500,43.168239249999715,42.918239249999715,106450,1774.0,2019.0,12.134720158494304,379.746403320701,97,42.91899379999995,0.24924544999976206,True,,hard_wall,True,runtime_4methods_csv:228
Runtime-budget comparison,GRASP,cmt200b_m4,0,2500,36.43267667500004,36.18267667500004,94091,1636.0,1894.0,13.621964097148892,378.89187966803684,95,36.18342029999985,0.24925637500018638,True,,hard_wall,True,runtime_4methods_csv:241
Runtime-budget comparison,GRASP,cmt200b_m4,1,2500,36.43267667500004,36.18267667500004,94266,1667.0,1894.0,11.985216473072862,372.146923749308,95,36.18323039999996,0.2494462750000821,True,,hard_wall,True,runtime_4methods_csv:242
Runtime-budget comparison,GRASP,cmt200b_m4,2,2500,36.43267667500004,36.18267667500004,94283,1654.0,1894.0,12.671594508975712,376.24858591396793,90,36.18328779999956,0.24938887500047713,True,,hard_wall,True,runtime_4methods_csv:243
Runtime-budget comparison,GRASP,cmt200b_m4,3,2500,36.43267667500004,36.18267667500004,93679,1673.0,1894.0,11.668426610348469,375.8868851717615,96,36.18315970000003,0.24951697500000591,True,,hard_wall,True,runtime_4methods_csv:244
Runtime-budget comparison,GRASP,cmt200c_m2,0,2500,74.74050765000015,74.36680511175015,114890,2605.0,2818.0,7.558552164655784,565.644893072312,148,74.3677972000005,0.3727104499996585,True,,hard_wall,True,runtime_4methods_csv:257
Runtime-budget comparison,GRASP,cmt200c_m2,1,2500,74.74050765000015,74.36680511175015,112832,2563.0,2818.0,9.048970901348474,563.7542973661562,152,74.36734120000074,0.3731664499994167,True,,hard_wall,True,runtime_4methods_csv:258
Runtime-budget comparison,GRASP,cmt200c_m2,2,2500,74.74050765000015,74.36680511175015,114411,2564.0,2818.0,9.013484740951029,564.6616612287365,147,74.36759429999984,0.3729133500003172,True,,hard_wall,True,runtime_4methods_csv:259
Runtime-budget comparison,GRASP,cmt200c_m2,3,2500,74.74050765000015,74.36680511175015,114220,2581.0,2818.0,8.410220014194465,570.5988684607091,146,74.36742670000058,0.37308094999957575,True,,hard_wall,True,runtime_4methods_csv:260
Runtime-budget comparison,GRASP,cmt200c_m3,0,2500,57.302805800000215,57.01629177100021,102525,2429.0,2766.0,12.183658712942878,562.0004898197284,141,57.016926299999795,0.2858795000004193,True,,hard_wall,True,runtime_4methods_csv:273
Runtime-budget comparison,GRASP,cmt200c_m3,1,2500,57.302805800000215,57.01629177100021,102310,2447.0,2766.0,11.532899493853941,558.7533509796847,139,57.01724370000011,0.2855621000001065,True,,hard_wall,True,runtime_4methods_csv:274
Runtime-budget comparison,GRASP,cmt200c_m3,2,2500,57.302805800000215,57.01629177100021,102292,2456.0,2766.0,11.207519884309471,554.9092892763149,144,57.017423500000405,0.28538229999981013,True,,hard_wall,True,runtime_4methods_csv:275
Runtime-budget comparison,GRASP,cmt200c_m3,3,2500,57.302805800000215,57.01629177100021,102230,2496.0,2766.0,9.761388286334057,561.9059022021252,146,57.016872799999874,0.28593300000034105,True,,hard_wall,True,runtime_4methods_csv:276
Runtime-budget comparison,GRASP,cmt200c_m4,0,2500,49.67051197500018,49.42051197500018,95915,2423.0,2712.0,10.656342182890855,564.5441544002929,141,49.421359900000425,0.24915207499975622,True,,hard_wall,True,runtime_4methods_csv:289
Runtime-budget comparison,GRASP,cmt200c_m4,1,2500,49.67051197500018,49.42051197500018,96675,2371.0,2712.0,12.573746312684365,566.3808261860089,135,49.42113809999955,0.2493738750006287,True,,hard_wall,True,runtime_4methods_csv:290
Runtime-budget comparison,GRASP,cmt200c_m4,2,2500,49.67051197500018,49.42051197500018,96571,2377.0,2712.0,12.35250737463127,565.546822823446,140,49.421095499999865,0.2494164750003165,True,,hard_wall,True,runtime_4methods_csv:291
Runtime-budget comparison,GRASP,cmt200c_m4,3,2500,49.67051197500018,49.42051197500018,96364,2395.0,2712.0,11.688790560471977,561.1966004860418,141,49.42110610000054,0.2494058749996384,True,,hard_wall,True,runtime_4methods_csv:292
Runtime-budget comparison,GRASP,eil101b_m3,0,2500,11.140341025000225,10.890341025000225,48367,864.0,916.0,5.676855895196507,299.6406968708211,49,10.890521999999692,0.24981902500053366,True,,hard_wall,True,runtime_4methods_csv:305
Runtime-budget comparison,GRASP,eil101b_m3,1,2500,11.140341025000225,10.890341025000225,48497,849.0,916.0,7.314410480349345,313.6498842922514,50,10.890589599999657,0.2497514250005679,True,,hard_wall,True,runtime_4methods_csv:306
Runtime-budget comparison,GRASP,eil101b_m3,2,2500,11.140341025000225,10.890341025000225,48352,847.0,916.0,7.532751091703057,310.1227788864366,51,10.890608700001394,0.24973232499883125,True,,hard_wall,True,runtime_4methods_csv:307
Runtime-budget comparison,GRASP,eil101b_m3,3,2500,11.140341025000225,10.890341025000225,48681,848.0,916.0,7.423580786026201,305.2776365398503,51,10.89050159999897,0.24983942500125522,True,,hard_wall,True,runtime_4methods_csv:308
Runtime-budget comparison,GRASP,eil101c_m2,0,2500,16.907939650000117,16.657939650000117,49657,1219.0,1305.0,6.590038314176245,469.2519819460852,72,16.658175100001245,0.2497645499988721,True,,hard_wall,True,runtime_4methods_csv:321
Runtime-budget comparison,GRASP,eil101c_m2,1,2500,16.907939650000117,16.657939650000117,49806,1230.0,1305.0,5.747126436781609,467.88012693112046,74,16.658350899999277,0.24958875000083935,True,,hard_wall,True,runtime_4methods_csv:322
Runtime-budget comparison,GRASP,eil101c_m2,2,2500,16.907939650000117,16.657939650000117,49671,1220.0,1305.0,6.513409961685824,471.5752685774301,70,16.658397299999706,0.2495423500004108,True,,hard_wall,True,runtime_4methods_csv:323
Runtime-budget comparison,GRASP,eil101c_m2,3,2500,16.907939650000117,16.657939650000117,49272,1216.0,1305.0,6.819923371647509,470.33302151040687,71,16.658273400000326,0.24966624999979103,True,,hard_wall,True,runtime_4methods_csv:324
Runtime-budget comparison,GRASP,eil101c_m3,0,2500,14.348517775000118,14.098517775000118,47209,1180.0,1251.0,5.675459632294165,466.21786166288916,70,14.098683700000038,0.2498340750000807,True,,hard_wall,True,runtime_4methods_csv:337
Runtime-budget comparison,GRASP,eil101c_m3,1,2500,14.348517775000118,14.098517775000118,47346,1192.0,1251.0,4.7162270183852915,466.14256365399683,69,14.098718799999915,0.24979897500020343,True,,hard_wall,True,runtime_4methods_csv:338
Runtime-budget comparison,GRASP,eil101c_m3,2,2500,14.348517775000118,14.098517775000118,47015,1182.0,1251.0,5.5155875299760195,460.44182048036214,69,14.099017399999866,0.24950037500025246,True,,hard_wall,True,runtime_4methods_csv:339
Runtime-budget comparison,GRASP,eil101c_m3,3,2500,14.348517775000118,14.098517775000118,47155,1177.0,1251.0,5.915267785771383,459.0951030424951,68,14.098728500001016,0.24978927499910242,True,,hard_wall,True,runtime_4methods_csv:340
Runtime-budget comparison,GRASP,gil262_gen1_m3,0,2500,41.54455177500017,41.29455177500017,100981,88.0,101.0,12.871287128712872,1181.8747596983342,88,41.29552590000094,0.24902587499923357,True,,hard_wall,True,runtime_4methods_csv:353
Runtime-budget comparison,GRASP,gil262_gen1_m3,1,2500,41.54455177500017,41.29455177500017,100941,88.0,101.0,12.871287128712872,1179.8839849712597,88,41.29510200000004,0.2494497750001301,True,,hard_wall,True,runtime_4methods_csv:354
Runtime-budget comparison,GRASP,gil262_gen1_m3,2,2500,41.54455177500017,41.29455177500017,100544,88.0,101.0,12.871287128712872,1174.066463807101,88,41.29500039999948,0.24955137500069213,True,,hard_wall,True,runtime_4methods_csv:355
Runtime-budget comparison,GRASP,gil262_gen1_m3,3,2500,41.54455177500017,41.29455177500017,100797,89.0,101.0,11.881188118811881,1182.0146988327522,89,41.29529780000121,0.24925397499896462,True,,hard_wall,True,runtime_4methods_csv:356
Runtime-budget comparison,GRASP,gil262_gen1_m4,0,2500,29.95938504999981,29.70938504999981,69834,71.0,78.0,8.974358974358974,1158.854200419883,71,29.71017000000029,0.2492150499995205,True,,hard_wall,True,runtime_4methods_csv:369
Runtime-budget comparison,GRASP,gil262_gen1_m4,1,2500,29.95938504999981,29.70938504999981,71505,71.0,78.0,8.974358974358974,1158.040178983525,71,29.709963700001026,0.24942134999878363,True,,hard_wall,True,runtime_4methods_csv:370
Runtime-budget comparison,GRASP,gil262_gen1_m4,2,2500,29.95938504999981,29.70938504999981,71201,71.0,78.0,8.974358974358974,1161.0742472244929,71,29.71268280000004,0.24670224999977108,True,,hard_wall,True,runtime_4methods_csv:371
Runtime-budget comparison,GRASP,gil262_gen1_m4,3,2500,29.95938504999981,29.70938504999981,67245,70.0,78.0,10.256410256410257,1163.7580029942849,70,29.711530600001424,0.24785444999838546,True,,hard_wall,True,runtime_4methods_csv:372
Runtime-budget comparison,GRASP,gil262_gen2_m2,0,2500,90.52335557499987,90.07073879712487,191636,6402.0,7498.0,14.61723126166978,1176.3315261952216,115,90.0715997999996,0.4517557750002652,True,,hard_wall,True,runtime_4methods_csv:385
Runtime-budget comparison,GRASP,gil262_gen2_m2,1,2500,90.52335557499987,90.07073879712487,192995,6566.0,7498.0,12.429981328354227,1179.9582135795506,110,90.07156790000045,0.45178767499942296,True,,hard_wall,True,runtime_4methods_csv:386
Runtime-budget comparison,GRASP,gil262_gen2_m2,2,2500,90.52335557499987,90.07073879712487,192088,6350.0,7498.0,15.310749533208856,1181.1570460188414,108,90.07147260000056,0.4518829749993074,True,,hard_wall,True,runtime_4methods_csv:387
Runtime-budget comparison,GRASP,gil262_gen2_m2,3,2500,90.52335557499987,90.07073879712487,191644,6329.0,7498.0,15.590824219791944,1177.6754634957565,107,90.07154100000116,0.45181457499870703,True,,hard_wall,True,runtime_4methods_csv:388
Runtime-budget comparison,GRASP,gil262_gen2_m3,0,2500,45.5297865,45.2797865,112940,4845.0,5615.0,13.713268032056991,1167.7097700060367,81,45.28037050000057,0.2494159999994281,True,,hard_wall,True,runtime_4methods_csv:401
Runtime-budget comparison,GRASP,gil262_gen2_m3,1,2500,45.5297865,45.2797865,112749,4933.0,5615.0,12.146037399821905,1186.1763951994922,82,45.280277800000476,0.24950869999952374,True,,hard_wall,True,runtime_4methods_csv:402
Runtime-budget comparison,GRASP,gil262_gen2_m3,2,2500,45.5297865,45.2797865,112465,4880.0,5615.0,13.089937666963491,1166.363977429134,90,45.28046149999864,0.24932500000136315,True,,hard_wall,True,runtime_4methods_csv:403
Runtime-budget comparison,GRASP,gil262_gen2_m3,3,2500,45.5297865,45.2797865,112361,4866.0,5615.0,13.339269813000891,1183.5061367637804,82,45.280219000000216,0.24956749999978456,True,,hard_wall,True,runtime_4methods_csv:404
Runtime-budget comparison,GRASP,gil262_gen3_m2,0,2500,90.57186982500025,90.11901047587524,184833,5668.0,7183.0,21.09146596129751,1174.8408265915305,118,90.12000939999962,0.45186042500063195,True,,hard_wall,True,runtime_4methods_csv:417
Runtime-budget comparison,GRASP,gil262_gen3_m2,1,2500,90.57186982500025,90.11901047587524,185354,5397.0,7183.0,24.864262842823333,1178.512412552208,115,90.1196942000006,0.45217562499965425,True,,hard_wall,True,runtime_4methods_csv:418
Runtime-budget comparison,GRASP,gil262_gen3_m2,2,2500,90.57186982500025,90.11901047587524,184455,5429.0,7183.0,24.418766532089656,1180.4478338087306,115,90.11966980000034,0.45220002499991097,True,,hard_wall,True,runtime_4methods_csv:419
Runtime-budget comparison,GRASP,gil262_gen3_m2,3,2500,90.57186982500025,90.11901047587524,184978,5414.0,7183.0,24.62759292774607,1174.8198902406357,113,90.1199058000002,0.45196402500005206,True,,hard_wall,True,runtime_4methods_csv:420
Runtime-budget comparison,GRASP,gil262_gen3_m4,0,2500,35.10205910000013,34.85205910000013,86171,2315.0,2507.0,7.658556043079377,1181.6728297634854,73,34.85258219999923,0.24947690000090006,True,,hard_wall,True,runtime_4methods_csv:433
Runtime-budget comparison,GRASP,gil262_gen3_m4,1,2500,35.10205910000013,34.85205910000013,86477,2239.0,2507.0,10.690067810131632,1176.3574327998404,72,34.85266149999916,0.24939760000097522,True,,hard_wall,True,runtime_4methods_csv:434
Runtime-budget comparison,GRASP,gil262_gen3_m4,2,2500,35.10205910000013,34.85205910000013,85973,2341.0,2507.0,6.621459912245712,1176.167818555622,74,34.8525097999991,0.2495493000010356,True,,hard_wall,True,runtime_4methods_csv:435
Runtime-budget comparison,GRASP,gil262_gen3_m4,3,2500,35.10205910000013,34.85205910000013,85756,2282.0,2507.0,8.974870362983646,1171.4441454405924,72,34.85257019999881,0.2494889000013245,True,,hard_wall,True,runtime_4methods_csv:436
Runtime-budget comparison,GRASP,gil262a_m2,0,2500,36.572948849999875,36.322948849999875,107150,3665.0,4078.0,10.127513487003434,587.9705912833984,66,36.325034100000266,0.24791474999960883,True,,hard_wall,True,runtime_4methods_csv:449
Runtime-budget comparison,GRASP,gil262a_m2,1,2500,36.572948849999875,36.322948849999875,107548,3700.0,4078.0,9.269249632172633,571.2031240050183,67,36.32420069999898,0.24874815000089257,True,,hard_wall,True,runtime_4methods_csv:450
Runtime-budget comparison,GRASP,gil262a_m2,2,2500,36.572948849999875,36.322948849999875,107100,3730.0,4078.0,8.53359489946052,587.1033379539374,64,36.325054799999634,0.2478940500002409,True,,hard_wall,True,runtime_4methods_csv:451
Runtime-budget comparison,GRASP,gil262a_m2,3,2500,36.572948849999875,36.322948849999875,106924,3714.0,4078.0,8.925944090240314,586.5798001977537,70,36.32447350000075,0.24847534999912568,True,,hard_wall,True,runtime_4methods_csv:452
Runtime-budget comparison,GRASP,gil262a_m4,0,2500,20.958374275000324,20.708374275000324,58583,2908.0,3175.0,8.409448818897637,582.2748281921556,53,20.709057799998845,0.24931647500147847,True,,hard_wall,True,runtime_4methods_csv:465
Runtime-budget comparison,GRASP,gil262a_m4,1,2500,20.958374275000324,20.708374275000324,58124,2982.0,3175.0,6.078740157480315,585.9172634592946,54,20.70880290000059,0.24957137499973214,True,,hard_wall,True,runtime_4methods_csv:466
Runtime-budget comparison,GRASP,gil262a_m4,2,2500,20.958374275000324,20.708374275000324,57875,2923.0,3175.0,7.937007874015748,586.647444059487,52,20.708817499998986,0.24955677500133788,True,,hard_wall,True,runtime_4methods_csv:467
Runtime-budget comparison,GRASP,gil262a_m4,3,2500,20.958374275000324,20.708374275000324,58077,2942.0,3175.0,7.338582677165355,586.5022752369366,51,20.709198399999877,0.24917587500044647,True,,hard_wall,True,runtime_4methods_csv:468
Runtime-budget comparison,GRASP,gil262b_m2,0,2500,87.55881489999979,87.12102082549978,165141,6829.0,8081.0,15.493132038114094,1170.9773805947495,124,87.12205269999868,0.43676220000111243,True,,hard_wall,True,runtime_4methods_csv:481
Runtime-budget comparison,GRASP,gil262b_m2,1,2500,87.55881489999979,87.12102082549978,164124,6716.0,8081.0,16.891473827496597,1181.994946306117,123,87.12159520000023,0.43721969999955945,True,,hard_wall,True,runtime_4methods_csv:482
Runtime-budget comparison,GRASP,gil262b_m2,2,2500,87.55881489999979,87.12102082549978,163842,6768.0,8081.0,16.247989110258633,1180.5797696849595,123,87.12183539999933,0.4369795000004615,True,,hard_wall,True,runtime_4methods_csv:483
Runtime-budget comparison,GRASP,gil262b_m2,3,2500,87.55881489999979,87.12102082549978,164461,6854.0,8081.0,15.183764385595842,1182.1004425718247,122,87.1220988999994,0.4367160000003878,True,,hard_wall,True,runtime_4methods_csv:484
Runtime-budget comparison,GRASP,gil262b_m3,0,2500,64.91935212499993,64.59475536437493,138842,6264.0,7585.0,17.415952537903756,1182.325397300209,120,64.59549350000088,0.3238586249990476,True,,hard_wall,True,runtime_4methods_csv:497
Runtime-budget comparison,GRASP,gil262b_m3,1,2500,64.91935212499993,64.59475536437493,139014,6461.0,7585.0,14.818721160184575,1175.162477770657,115,64.59525909999866,0.32409302500127524,True,,hard_wall,True,runtime_4methods_csv:498
Runtime-budget comparison,GRASP,gil262b_m3,2,2500,64.91935212499993,64.59475536437493,137793,6438.0,7585.0,15.121951219512194,1179.6408495182309,118,64.59525779999967,0.32409432500026014,True,,hard_wall,True,runtime_4methods_csv:499
Runtime-budget comparison,GRASP,gil262b_m3,3,2500,64.91935212499993,64.59475536437493,137333,6419.0,7585.0,15.372445616348056,1180.277271887129,116,64.5980582000011,0.3212939249988267,True,,hard_wall,True,runtime_4methods_csv:500
Runtime-budget comparison,GRASP,gil262b_m4,0,2500,51.18372272500005,50.92780411137505,113070,5893.0,6781.0,13.095413655802979,1167.12292838862,103,50.9286288000003,0.2550939249997555,True,,hard_wall,True,runtime_4methods_csv:513
Runtime-budget comparison,GRASP,gil262b_m4,1,2500,51.18372272500005,50.92780411137505,113731,5914.0,6781.0,12.785724819348179,1184.1070333463113,104,50.92825989999983,0.25546282500022244,True,,hard_wall,True,runtime_4methods_csv:514
Runtime-budget comparison,GRASP,gil262b_m4,2,2500,51.18372272500005,50.92780411137505,113738,5751.0,6781.0,15.189500073735438,1173.1412165108654,111,50.92853919999834,0.25518352500171204,True,,hard_wall,True,runtime_4methods_csv:515
Runtime-budget comparison,GRASP,gil262b_m4,3,2500,51.18372272500005,50.92780411137505,113883,5850.0,6781.0,13.729538416162807,1169.2055260262096,108,50.928320499999245,0.25540222500080745,True,,hard_wall,True,runtime_4methods_csv:516
Runtime-budget comparison,GRASP,gil262c_m2,0,2500,118.90269032499987,118.30817687337486,157619,9707.0,11030.0,11.99456029011786,1768.8504006207272,174,118.30903899999976,0.5936513250001099,True,,hard_wall,True,runtime_4methods_csv:529
Runtime-budget comparison,GRASP,gil262c_m2,1,2500,118.90269032499987,118.30817687337486,156142,9617.0,11030.0,12.810516772438802,1773.5215767108343,173,118.30915109999842,0.5935392250014502,True,,hard_wall,True,runtime_4methods_csv:530
Runtime-budget comparison,GRASP,gil262c_m2,2,2500,118.90269032499987,118.30817687337486,156196,9510.0,11030.0,13.780598368087036,1764.6435072524391,177,118.30947320000269,0.5932171249971816,True,,hard_wall,True,runtime_4methods_csv:531
Runtime-budget comparison,GRASP,gil262c_m2,3,2500,118.90269032499987,118.30817687337486,157084,9795.0,11030.0,11.196736174070717,1768.566166565036,179,118.30917520000003,0.5935151249998398,True,,hard_wall,True,runtime_4methods_csv:532
Runtime-budget comparison,GRASP,gil262c_m3,0,2500,90.03205027499985,89.58189002362485,140196,9165.0,10757.0,14.799665334200986,1773.2394936279643,170,89.58332110000265,0.44872917499719733,True,,hard_wall,True,runtime_4methods_csv:545
Runtime-budget comparison,GRASP,gil262c_m3,1,2500,90.03205027499985,89.58189002362485,139520,9023.0,10757.0,16.119735985869667,1772.2607109801002,161,89.58280880000166,0.449241474998189,True,,hard_wall,True,runtime_4methods_csv:546
Runtime-budget comparison,GRASP,gil262c_m3,2,2500,90.03205027499985,89.58189002362485,140092,9271.0,10757.0,13.8142604815469,1754.8749145973966,163,89.5826982000035,0.4493520749963409,True,,hard_wall,True,runtime_4methods_csv:547
Runtime-budget comparison,GRASP,gil262c_m3,3,2500,90.03205027499985,89.58189002362485,140691,9108.0,10757.0,15.329552849307428,1776.3189377764772,171,89.58314439999958,0.44890587500026413,True,,hard_wall,True,runtime_4methods_csv:548
Runtime-budget comparison,GRASP,gil262c_m4,0,2500,78.50297740000042,78.11046251300041,133578,8676.0,10281.0,15.611321855850598,1773.1211755266518,164,78.11325819999911,0.3897192000013092,True,,hard_wall,True,runtime_4methods_csv:561
Runtime-budget comparison,GRASP,gil262c_m4,1,2500,78.50297740000042,78.11046251300041,133186,8944.0,10281.0,13.004571539733488,1759.9052809102286,162,78.11135070000091,0.39162669999950595,True,,hard_wall,True,runtime_4methods_csv:562
Runtime-budget comparison,GRASP,gil262c_m4,2,2500,78.50297740000042,78.11046251300041,132890,8630.0,10281.0,16.058749148915474,1762.4675189093277,154,78.11127710000073,0.3917002999996839,True,,hard_wall,True,runtime_4methods_csv:563
Runtime-budget comparison,GRASP,gil262c_m4,3,2500,78.50297740000042,78.11046251300041,134073,8812.0,10281.0,14.288493337224006,1767.669475972076,164,78.1110891999997,0.39188820000072155,True,,hard_wall,True,runtime_4methods_csv:564
Runtime-budget comparison,GRASP,gr229_gen1_m4,0,2500,54.22746647500003,53.95632914262503,65569,218.0,223.0,2.242152466367713,1711.1475769210474,218,53.95805509999991,0.2694113750001179,True,,hard_wall,True,runtime_4methods_csv:577
Runtime-budget comparison,GRASP,gr229_gen1_m4,1,2500,54.22746647500003,53.95632914262503,66065,218.0,223.0,2.242152466367713,1713.2406700780512,218,53.95767789999809,0.26978857500193953,True,,hard_wall,True,runtime_4methods_csv:578
Runtime-budget comparison,GRASP,gr229_gen1_m4,2,2500,54.22746647500003,53.95632914262503,66242,219.0,223.0,1.7937219730941705,1740.1423201206828,219,53.958024899999145,0.26944157500088295,True,,hard_wall,True,runtime_4methods_csv:579
Runtime-budget comparison,GRASP,gr229_gen1_m4,3,2500,54.22746647500003,53.95632914262503,66106,219.0,223.0,1.7937219730941705,1747.499882001851,219,53.95760169999994,0.2698647750000873,True,,hard_wall,True,runtime_4methods_csv:580
Runtime-budget comparison,GRASP,gr229_gen2_m3,0,2500,45.25229902499996,45.00229902499996,49752,11151.0,11566.0,3.5881030606951407,1749.2154964813822,209,45.003156700000545,0.24914232499941136,True,,hard_wall,True,runtime_4methods_csv:593
Runtime-budget comparison,GRASP,gr229_gen2_m3,1,2500,45.25229902499996,45.00229902499996,49638,11120.0,11566.0,3.856130036313332,1666.554962795944,220,45.003336699999636,0.24896232500032056,True,,hard_wall,True,runtime_4methods_csv:594
Runtime-budget comparison,GRASP,gr229_gen2_m3,2,2500,45.25229902499996,45.00229902499996,49494,11120.0,11566.0,3.856130036313332,1654.3606053626381,220,45.00345749999906,0.2488415250008984,True,,hard_wall,True,runtime_4methods_csv:595
Runtime-budget comparison,GRASP,gr229_gen2_m3,3,2500,45.25229902499996,45.00229902499996,49453,11120.0,11566.0,3.856130036313332,1662.8434931586753,220,45.00302649999867,0.24927252500128816,True,,hard_wall,True,runtime_4methods_csv:596
Runtime-budget comparison,GRASP,gr229_gen2_m4,0,2500,69.16926597499992,68.82341964512491,84448,11081.0,11355.0,2.413033905768384,1743.0625864915085,218,68.82452099999864,0.34474497500127654,True,,hard_wall,True,runtime_4methods_csv:609
Runtime-budget comparison,GRASP,gr229_gen2_m4,1,2500,69.16926597499992,68.82341964512491,84103,11083.0,11355.0,2.395420519594892,1754.1813029792593,219,68.82464980000077,0.3446161749991461,True,,hard_wall,True,runtime_4methods_csv:610
Runtime-budget comparison,GRASP,gr229_gen2_m4,2,2500,69.16926597499992,68.82341964512491,83782,11083.0,11355.0,2.395420519594892,1751.451929716848,219,68.8244687999977,0.3447971750022134,True,,hard_wall,True,runtime_4methods_csv:611
Runtime-budget comparison,GRASP,gr229_gen2_m4,3,2500,69.16926597499992,68.82341964512491,83823,11083.0,11355.0,2.395420519594892,1744.185545999248,219,68.82451090000177,0.3447550749981474,True,,hard_wall,True,runtime_4methods_csv:612
Runtime-budget comparison,GRASP,gr229_gen3_m3,0,2500,42.98476207500016,42.73476207500016,46546,7355.0,8056.0,8.701588877855015,1580.5110400836058,220,42.73551790000056,0.24924417499960327,True,,hard_wall,True,runtime_4methods_csv:625
Runtime-budget comparison,GRASP,gr229_gen3_m3,1,2500,42.98476207500016,42.73476207500016,46361,7355.0,8056.0,8.701588877855015,1617.482058139989,220,42.73577389999991,0.2489881750002496,True,,hard_wall,True,runtime_4methods_csv:626
Runtime-budget comparison,GRASP,gr229_gen3_m3,2,2500,42.98476207500016,42.73476207500016,46152,7385.0,8056.0,8.329195630585899,1680.4054689517898,218,42.73641520000092,0.24834687499924257,True,,hard_wall,True,runtime_4methods_csv:627
Runtime-budget comparison,GRASP,gr229_gen3_m3,3,2500,42.98476207500016,42.73476207500016,46236,7360.0,8056.0,8.639523336643496,1718.8320769523293,217,42.735515000000305,0.24924707499985743,True,,hard_wall,True,runtime_4methods_csv:628
Runtime-budget comparison,GRASP,gr229_gen3_m4,0,2500,86.95338342499963,86.51861650787463,104943,7330.0,7651.0,4.195529996078944,1739.7835188529307,219,86.5201049999996,0.4332784250000259,True,,hard_wall,True,runtime_4methods_csv:641
Runtime-budget comparison,GRASP,gr229_gen3_m4,1,2500,86.95338342499963,86.51861650787463,104480,7298.0,7651.0,4.613775976996471,1733.3174497739894,219,86.51992059999975,0.43346282499987865,True,,hard_wall,True,runtime_4methods_csv:642
Runtime-budget comparison,GRASP,gr229_gen3_m4,2,2500,86.95338342499963,86.51861650787463,104111,7355.0,7651.0,3.868775323487126,1743.5644417565074,220,86.52044949999981,0.43293392499981564,True,,hard_wall,True,runtime_4methods_csv:643
Runtime-budget comparison,GRASP,gr229_gen3_m4,3,2500,86.95338342499963,86.51861650787463,104773,7298.0,7651.0,4.613775976996471,1734.410828228871,219,86.51981069999965,0.43357272499997634,True,,hard_wall,True,runtime_4methods_csv:644
Runtime-budget comparison,GRASP,kroA150_gen2_m2,0,2500,36.216728274999696,35.966728274999696,127021,3965.0,4335.0,8.53517877739331,13131.657079674093,67,35.96690959999978,0.24981867499991495,True,,hard_wall,True,runtime_4methods_csv:657
Runtime-budget comparison,GRASP,kroA150_gen2_m2,1,2500,36.216728274999696,35.966728274999696,127507,3993.0,4335.0,7.889273356401384,12998.766497112294,71,35.96694869999919,0.24977957500050252,True,,hard_wall,True,runtime_4methods_csv:658
Runtime-budget comparison,GRASP,kroA150_gen2_m2,2,2500,36.216728274999696,35.966728274999696,127146,4014.0,4335.0,7.404844290657439,13148.66228633377,68,35.966914599997835,0.24981367500186025,True,,hard_wall,True,runtime_4methods_csv:659
Runtime-budget comparison,GRASP,kroA150_gen2_m2,3,2500,36.216728274999696,35.966728274999696,127886,3961.0,4335.0,8.627450980392156,13020.001447285682,67,35.96693149999919,0.24979677500050457,True,,hard_wall,True,runtime_4methods_csv:660
Runtime-budget comparison,GRASP,kroA150_gen3_m3,0,2500,23.301351624999825,23.051351624999825,87543,2377.0,2726.0,12.802641232575201,13045.62300956611,63,23.05176030000075,0.24959132499907355,True,,hard_wall,True,runtime_4methods_csv:673
Runtime-budget comparison,GRASP,kroA150_gen3_m3,1,2500,23.301351624999825,23.051351624999825,87557,2390.0,2726.0,12.325752017608217,13043.8312636713,63,23.05156889999853,0.24978272500129606,True,,hard_wall,True,runtime_4methods_csv:674
Runtime-budget comparison,GRASP,kroA150_gen3_m3,2,2500,23.301351624999825,23.051351624999825,87010,2299.0,2726.0,15.663976522377109,12732.536692257443,61,23.051682900000742,0.24966872499908277,True,,hard_wall,True,runtime_4methods_csv:675
Runtime-budget comparison,GRASP,kroA150_gen3_m3,3,2500,23.301351624999825,23.051351624999825,86963,2388.0,2726.0,12.3991195891416,12978.254083913107,61,23.052422599997954,0.2489290250018712,True,,hard_wall,True,runtime_4methods_csv:676
