Benchmark,size,instance,bks,config,role,ranking,positions,ejections,passes,attempts,seed,iterations,best_reward,gap_percent,total_distance,runtime_seconds,feasible,repair_calls,calls_with_blocked_customers,blocked_customers,attempted_blocked_customers,successful_commits,success_rate_per_attempted_customer,success_rate_per_repair_call,success_c0,success_c1,success_c2,success_c3,bounded_two_opt_trial_calls,successful_commits_using_bounded_two_opt,bounded_two_opt_share_of_successes,mean_net_reward_gain_per_success,net_reward_gain_sum,new_best_candidates_with_successful_repair,successful_commits_in_new_best_candidates,module_seconds,total_solve_seconds,module_runtime_share,Batch_Workers,Source_Record
Chao,large,p7.4.n,730.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,1,2500,726.0,0.547945205479452,278.5165567932532,6.448092499998893,True,2964,2964,47074,47074,790,0.016782087776692,0.2665317139001349,309,369,112,0,240578,202,0.2556962025316455,11.549367088607594,9124.0,9,22,2.729997499827732,6.4476812000029895,0.4234076430184647,2,06_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen1_m3,103.0,density_p1_c2_l1,P_sensitivity,removal_density,1,2,1,100,0,2500,102.0,0.970873786407767,58269.02372990226,11.585211799989338,True,3456,3456,72586,72586,372,0.0051249552255255,0.1076388888888889,372,0,0,0,72502,288,0.7741935483870968,1.0,372.0,2,2,3.1168763003661297,11.584720900005776,0.2690506165206427,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen1_m3,103.0,density_p1_c2_l1,P_sensitivity,removal_density,1,2,1,100,1,2500,101.0,1.941747572815534,57828.07443630824,12.424459300003946,True,3634,3634,80022,80022,386,0.0048236734897903,0.1062190423775454,386,0,0,0,79955,319,0.8264248704663213,1.0,386.0,2,2,3.386732599610696,12.42388519999804,0.2725985104571982,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen2_m3,5393.0,density_p1_c2_l1,P_sensitivity,removal_density,1,2,1,100,0,2500,5109.0,5.266085666604858,58788.57466910516,14.528536300000267,True,3127,3127,69583,69583,4303,0.061839817196729,1.376079309242085,2121,1457,725,0,139239,528,0.122705089472461,40.04531722054381,172315.0,16,39,3.914553699549288,14.527861399998072,0.269451476151184,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen2_m3,5393.0,density_p1_c2_l1,P_sensitivity,removal_density,1,2,1,100,1,2500,5130.0,4.876692008158725,58804.53017946926,13.484799800004112,True,3060,3060,70760,70760,4523,0.0639202939513849,1.4781045751633988,1980,1742,801,0,135158,583,0.1288967499447269,37.094627459650674,167779.0,17,71,3.813284000032581,13.48429059999762,0.2827945579898177,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen3_m3,2706.0,density_p1_c2_l1,P_sensitivity,removal_density,1,2,1,100,0,2500,2665.0,1.5151515151515151,58965.072503016105,21.6611472999939,True,3054,3054,66183,66183,3313,0.0500581720381366,1.084806810740013,1313,1538,462,0,143915,331,0.0999094476305463,19.567461515242982,64827.0,13,41,3.872737799916649,21.66060329999891,0.1787917790783253,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen3_m3,2706.0,density_p1_c2_l1,P_sensitivity,removal_density,1,2,1,100,1,2500,2678.0,1.0347376201034737,58929.1815421342,21.88887589999649,True,3110,3110,71205,71205,4106,0.0576644898532406,1.320257234726688,1536,1814,756,0,147002,417,0.1015586945932781,19.13565513882124,78571.0,15,46,4.015366700157756,21.88834269999643,0.1834477262711357,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen1_m3,111.0,density_p1_c2_l1,P_sensitivity,removal_density,1,2,1,100,0,2500,107.0,3.603603603603604,23728.630447877906,24.50920529999712,True,3198,3198,123790,122707,435,0.0035450300308865,0.1360225140712945,435,0,0,0,122611,339,0.7793103448275862,1.0,435.0,6,10,5.424497899904964,24.5086530999979,0.2213299065343345,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen1_m3,111.0,density_p1_c2_l1,P_sensitivity,removal_density,1,2,1,100,1,2500,108.0,2.702702702702702,23939.62522329187,25.197812899990826,True,3238,3238,132931,131780,498,0.0037790256488086,0.153798641136504,498,0,0,0,131676,394,0.7911646586345381,1.0,498.0,5,7,5.701012200152036,25.19727150000108,0.2262551403691384,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen2_m3,6018.0,density_p1_c2_l1,P_sensitivity,removal_density,1,2,1,100,0,2500,5933.0,1.4124293785310735,24030.724679012405,29.664050300008967,True,2941,2941,112682,110943,5139,0.046321083799789,1.7473648418905134,1957,2080,1102,0,230032,656,0.1276512940260751,45.34520334695466,233029.0,23,95,6.913201599410968,29.66349399999308,0.2330541911014454,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen2_m3,6018.0,density_p1_c2_l1,P_sensitivity,removal_density,1,2,1,100,1,2500,5875.0,2.376204719175806,24028.834917557662,30.44151889999921,True,3024,3024,116890,115032,5152,0.0447875373809027,1.7037037037037035,2056,2134,962,0,222983,756,0.1467391304347826,45.19429347826087,232841.0,30,89,6.897241100101383,30.440961000000243,0.2265776399142368,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen3_m3,3655.0,density_p1_c2_l1,P_sensitivity,removal_density,1,2,1,100,0,2500,3461.0,5.307797537619699,24070.97083011054,28.1759902999911,True,2681,2681,110786,107974,4340,0.040194861725971,1.6187989556135771,1457,2691,192,0,217253,194,0.044700460829493,21.39516129032258,92855.0,46,147,6.248841599619482,28.17538460000651,0.2217837196663515,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen3_m3,3655.0,density_p1_c2_l1,P_sensitivity,removal_density,1,2,1,100,1,2500,3522.0,3.638850889192887,24022.97989997384,30.79736770001182,True,2645,2645,107916,105491,4239,0.0401835227649752,1.6026465028355388,1417,2728,94,0,213347,294,0.0693559801840056,21.46072186836518,90972.0,20,46,6.020865599857643,30.79682980000507,0.1955027721670446,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen1_m3,224.0,density_p1_c2_l1,P_sensitivity,removal_density,1,2,1,100,0,2500,213.0,4.910714285714286,7622.230022623102,97.1573561999976,True,3833,3833,285695,263430,1083,0.0041111490718596,0.2825463083746413,1083,0,0,0,263178,831,0.7673130193905817,1.0,1083.0,8,10,24.539756400015904,97.15640420001,0.2525799158797334,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen1_m3,224.0,density_p1_c2_l1,P_sensitivity,removal_density,1,2,1,100,1,2500,203.0,9.375,7587.852483652832,95.91417589999035,True,3906,3906,296759,275283,1035,0.0037597672213685,0.2649769585253456,1035,0,0,0,275050,802,0.77487922705314,1.0,1035.0,9,15,24.25057370016293,95.91321779999998,0.2528387041578636,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen2_m3,12646.0,density_p1_c2_l1,P_sensitivity,removal_density,1,2,1,100,0,2500,11364.0,10.137592914755654,7634.201125897263,109.04893219999212,True,3450,3450,253915,230215,9019,0.0391764220402667,2.6142028985507246,3852,3052,2115,0,463634,1555,0.1724137931034483,43.9501053331855,396386.0,33,119,26.48468540069007,109.0479764000047,0.2428718649811545,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen2_m3,12646.0,density_p1_c2_l1,P_sensitivity,removal_density,1,2,1,100,1,2500,12082.0,4.459908271390163,7632.86031300902,111.9145065000048,True,3303,3303,266515,236324,8911,0.037706707740221,2.697850438994853,3794,3407,1710,0,505994,1346,0.1510492649534283,46.6545842217484,415739.0,53,252,29.46506810009305,111.9136875999975,0.2632838639488608,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen3_m3,11639.0,density_p1_c2_l1,P_sensitivity,removal_density,1,2,1,100,0,2500,10619.0,8.763639487928517,7635.092052418567,114.06677459999628,True,3567,3567,283550,253366,9060,0.0357585469242124,2.5399495374264087,4154,3814,1092,0,445894,1303,0.1438189845474613,42.42704194260486,384389.0,31,157,28.801045200030785,114.06565049999335,0.2524953399536565,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen3_m3,11639.0,density_p1_c2_l1,P_sensitivity,removal_density,1,2,1,100,1,2500,10695.0,8.110662428043646,7636.076581309501,97.90238900000986,True,3542,3542,271942,242059,8395,0.0346816272065901,2.3701298701298703,4273,3387,735,0,383196,852,0.1014889815366289,43.04490768314473,361362.0,37,152,25.38590890004707,97.90153969998936,0.2593004050583877,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen1_m3,103.0,density_p3_c1_l1,C_sensitivity,removal_density,3,1,1,100,0,2500,102.0,0.970873786407767,58371.86798036181,14.22778849999304,True,3548,3548,77893,77893,407,0.0052251165059761,0.1147125140924464,407,0,0,0,233554,324,0.7960687960687961,1.0,407.0,4,4,5.293858200297109,14.227251600008458,0.3720928222211211,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen1_m3,103.0,density_p3_c1_l1,C_sensitivity,removal_density,3,1,1,100,1,2500,102.0,0.970873786407767,58452.52500027385,14.298816399998032,True,3759,3759,79704,79704,498,0.0062481180367359,0.1324820430965682,498,0,0,0,238971,402,0.8072289156626506,1.0,498.0,3,9,5.496752000137349,14.298306799988495,0.3844337708673149,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen2_m3,5393.0,density_p3_c1_l1,C_sensitivity,removal_density,3,1,1,100,0,2500,5154.0,4.431670684220285,59084.078870365054,15.07648399999016,True,2941,2941,69470,69470,3830,0.0551317115301569,1.3022781366882012,1825,2005,0,0,338854,839,0.2190600522193211,37.81331592689295,144825.0,16,62,6.243290899990825,15.075983900009303,0.4141216216068638,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen2_m3,5393.0,density_p3_c1_l1,C_sensitivity,removal_density,3,1,1,100,1,2500,5135.0,4.783979232338217,58512.174644893705,15.215454600009252,True,3092,3092,67744,67744,4039,0.0596215162966462,1.30627425614489,1949,2090,0,0,332629,744,0.1842040108937856,38.49467690022283,155480.0,19,59,6.2582425001164665,15.214928100001998,0.4113225155573127,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen3_m3,2706.0,density_p3_c1_l1,C_sensitivity,removal_density,3,1,1,100,0,2500,2648.0,2.1433850702143387,59070.39181833719,22.941355399991156,True,3072,3072,64717,64717,3691,0.0570329279787382,1.2014973958333333,1411,2280,0,0,347581,506,0.1370902194527228,19.60769439176375,72372.0,30,89,6.447851600067224,22.940821199998027,0.2810645505605431,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen3_m3,2706.0,density_p3_c1_l1,C_sensitivity,removal_density,3,1,1,100,1,2500,2683.0,0.8499630450849963,59001.16734238004,20.054844400001457,True,3166,3166,69190,69190,3644,0.0526665703136291,1.1509791535060012,1524,2120,0,0,357042,483,0.1325466520307354,19.897365532382,72506.0,16,56,6.71464500008733,20.05428060000122,0.3348235289021996,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen1_m3,111.0,density_p3_c1_l1,C_sensitivity,removal_density,3,1,1,100,0,2500,108.0,2.702702702702702,23883.1869645736,30.19650360000378,True,3347,3347,136070,134697,661,0.0049073104820448,0.1974902898117717,661,0,0,0,403959,556,0.8411497730711044,1.0,661.0,5,8,9.89707549934974,30.195829499993124,0.3277629945337978,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen1_m3,111.0,density_p3_c1_l1,C_sensitivity,removal_density,3,1,1,100,1,2500,109.0,1.8018018018018016,23931.84501307009,30.374441299994945,True,3436,3436,133034,131834,546,0.00414157197688,0.1589057043073341,546,0,0,0,395353,446,0.8168498168498168,1.0,546.0,9,10,9.73585100013588,30.37386430001061,0.3205338281613538,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen2_m3,6018.0,density_p3_c1_l1,C_sensitivity,removal_density,3,1,1,100,0,2500,5872.0,2.426055167829844,24029.303110774126,36.26646530001017,True,2995,2995,120196,118446,4234,0.0357462472350269,1.4136894824707846,1831,2403,0,0,587254,918,0.2168162494095418,43.94166273027869,186049.0,15,50,12.322742800213746,36.265909299996565,0.3397886069332587,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen2_m3,6018.0,density_p3_c1_l1,C_sensitivity,removal_density,3,1,1,100,1,2500,5839.0,2.9744101030242605,24051.399116519093,32.86069570000109,True,2901,2901,115096,113404,4674,0.0412154774082043,1.6111685625646328,1949,2725,0,0,530360,825,0.1765083440308087,45.97860504920839,214904.0,15,79,11.372902000046452,32.8601442000072,0.346100185404663,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen3_m3,3655.0,density_p3_c1_l1,C_sensitivity,removal_density,3,1,1,100,0,2500,3527.0,3.5020519835841317,24073.471626176928,36.61473260000639,True,2626,2626,108101,105688,4735,0.0448016804178336,1.8031226199543031,1766,2969,0,0,511547,176,0.037170010559662,21.2337909186906,100542.0,31,113,10.53098079947813,36.61414239999431,0.2876205779840897,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen3_m3,3655.0,density_p3_c1_l1,C_sensitivity,removal_density,3,1,1,100,1,2500,3362.0,8.01641586867305,23964.08474036167,44.183419900000445,True,2847,2847,109303,106539,4011,0.0376481851716272,1.4088514225500526,1447,2564,0,0,550658,446,0.1111942159062577,20.1251558214909,80722.0,37,72,11.743275999760954,44.182870000004186,0.2657879852476727,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen1_m3,224.0,density_p3_c1_l1,C_sensitivity,removal_density,3,1,1,100,0,2500,205.0,8.482142857142858,7625.176155275347,107.42485300000408,True,3906,3906,282148,262829,1134,0.0043145923775534,0.2903225806451613,1134,0,0,0,788151,857,0.7557319223985891,1.0,1134.0,6,7,36.53698600012285,107.42399349999324,0.3401194166192039,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen1_m3,224.0,density_p3_c1_l1,C_sensitivity,removal_density,3,1,1,100,1,2500,207.0,7.589285714285714,7578.413312910518,107.98634950000267,True,3834,3834,289364,266963,1090,0.00408296280758,0.2842983828899322,1090,0,0,0,800585,836,0.7669724770642202,1.0,1090.0,6,10,37.24886949993379,107.98547869999312,0.3449433196792983,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen2_m3,12646.0,density_p3_c1_l1,C_sensitivity,removal_density,3,1,1,100,0,2500,12066.0,4.586430491855132,7632.092821446895,137.2772718000051,True,3439,3439,280352,248405,7640,0.0307562247136732,2.22157603954638,3439,4201,0,0,1267478,1599,0.2092931937172774,48.14528795811518,367830.0,35,174,50.17543570013368,137.27647520000755,0.3655064396651329,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen2_m3,12646.0,density_p3_c1_l1,C_sensitivity,removal_density,3,1,1,100,1,2500,11582.0,8.413727660920449,7638.832525225758,119.85891530000664,True,3502,3502,252823,228322,6903,0.0302336174350259,1.9711593375214165,3166,3737,0,0,1227500,1316,0.1906417499637838,47.582500362161376,328462.0,55,193,43.90020980035479,119.8579968000122,0.3662685091726005,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen3_m3,11639.0,density_p3_c1_l1,C_sensitivity,removal_density,3,1,1,100,0,2500,10730.0,7.809949308359824,7638.0385718456255,114.61687179999716,True,3353,3353,254201,228596,7939,0.034729391590404,2.3677303906949,3666,4273,0,0,1189657,1031,0.1298652223201914,42.71104673132636,339083.0,58,202,44.095658400212415,114.61583830000018,0.3847256980731985,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen3_m3,11639.0,density_p3_c1_l1,C_sensitivity,removal_density,3,1,1,100,1,2500,10677.0,8.265314889595325,7626.919704708263,109.37637290000566,True,3226,3226,250249,220251,7717,0.0350372983550585,2.3921264724116558,3662,4055,0,0,1101155,1245,0.1613321238823377,43.53919917066217,335992.0,45,146,40.95531260028656,109.37545330000285,0.3744470204658388,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen1_m3,103.0,density_p3_c2_l0,bounded_two_opt_ablation,removal_density,3,2,0,100,0,2500,101.0,1.941747572815534,57527.89847081743,13.994671799999196,True,3660,3660,80666,80666,0,0.0,0.0,0,0,0,0,241998,0,0.0,0.0,0.0,0,0,4.866705100488616,13.994317200005751,0.3477629548433142,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen1_m3,103.0,density_p3_c2_l0,bounded_two_opt_ablation,removal_density,3,2,0,100,1,2500,101.0,1.941747572815534,55105.11491098919,13.875338099998771,True,3760,3760,80900,80900,0,0.0,0.0,0,0,0,0,242700,0,0.0,0.0,0.0,0,0,4.880870300141396,13.874999599996954,0.3517744461875493,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen2_m3,5393.0,density_p3_c2_l0,bounded_two_opt_ablation,removal_density,3,2,0,100,0,2500,5316.0,1.4277767476358243,58962.7371605033,16.384244999993825,True,3284,3284,74296,74296,5345,0.0719419618822009,1.6275883069427528,2511,2117,717,0,388757,0,0.0,41.1000935453695,219680.0,23,139,6.109193599564605,16.383650500007207,0.3728835401830573,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen2_m3,5393.0,density_p3_c2_l0,bounded_two_opt_ablation,removal_density,3,2,0,100,1,2500,5130.0,4.876692008158725,59058.26314540113,16.312882899990655,True,3316,3316,77013,77013,5322,0.069105216002493,1.6049457177322075,2164,2197,961,0,471570,0,0.0,38.41281473130402,204433.0,16,99,6.812055000511464,16.31227900000522,0.4176028990498068,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen3_m3,2706.0,density_p3_c2_l0,bounded_two_opt_ablation,removal_density,3,2,0,100,0,2500,2675.0,1.1456023651145602,58713.34806739463,23.717062300012916,True,3131,3131,68709,68709,3651,0.0531371436056411,1.1660811242414564,1329,1952,370,0,463805,0,0.0,19.53464804163243,71321.0,15,65,6.632355800102232,23.716461500007423,0.279651996150444,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen3_m3,2706.0,density_p3_c2_l0,bounded_two_opt_ablation,removal_density,3,2,0,100,1,2500,2688.0,0.6651884700665188,59007.07537340157,20.91416690000915,True,3180,3180,68012,68012,3052,0.0448744339234252,0.959748427672956,1183,1476,393,0,464464,0,0.0,19.595347313237223,59805.0,27,107,6.608219800065854,20.913550099998247,0.3159779075512582,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen1_m3,111.0,density_p3_c2_l0,bounded_two_opt_ablation,removal_density,3,2,0,100,0,2500,108.0,2.702702702702702,23928.07119991882,29.839849500000128,True,3464,3464,136295,135160,0,0.0,0.0,0,0,0,0,405480,0,0.0,0.0,0.0,0,0,8.844879899654188,29.838870700012198,0.2964214024242738,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen1_m3,111.0,density_p3_c2_l0,bounded_two_opt_ablation,removal_density,3,2,0,100,1,2500,110.0,0.9009009009009008,24026.84088854723,28.855543099998613,True,3445,3445,134458,133102,0,0.0,0.0,0,0,0,0,399306,0,0.0,0.0,0.0,0,0,8.440307799959555,28.85461049999867,0.2925115831995009,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen2_m3,6018.0,density_p3_c2_l0,bounded_two_opt_ablation,removal_density,3,2,0,100,0,2500,5872.0,2.426055167829844,24029.303110774126,35.275700700003654,True,3093,3093,119536,118010,5398,0.0457418862808236,1.7452311671516327,1955,2423,1020,0,710986,0,0.0,45.32382363838459,244658.0,21,90,11.63414589977765,35.27458730000944,0.3298166411084995,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen2_m3,6018.0,density_p3_c2_l0,bounded_two_opt_ablation,removal_density,3,2,0,100,1,2500,5933.0,1.4124293785310735,24030.724679012405,34.77900019999652,True,3020,3020,116655,114656,5282,0.0460682389059447,1.7490066225165564,1968,2211,1103,0,707420,0,0.0,45.46667928814843,240155.0,20,115,11.456104899698405,34.777997199998936,0.3294066887698396,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen3_m3,3655.0,density_p3_c2_l0,bounded_two_opt_ablation,removal_density,3,2,0,100,0,2500,3515.0,3.830369357045144,24026.314238665345,34.483288600007654,True,2840,2840,103427,101431,4089,0.0403131192633415,1.439788732394366,1351,2653,85,0,596857,0,0.0,20.25262900464661,82813.0,26,72,9.107925999924191,34.48226799999247,0.264133612090892,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen3_m3,3655.0,density_p3_c2_l0,bounded_two_opt_ablation,removal_density,3,2,0,100,1,2500,3317.0,9.247606019151847,24072.506542087423,33.63872899999842,True,2684,2684,110104,107844,3987,0.0369700678758206,1.4854694485842026,1451,2387,149,0,636935,0,0.0,22.72159518434913,90591.0,26,71,9.763756899832517,33.63767449998704,0.2902625417769672,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen1_m3,224.0,density_p3_c2_l0,bounded_two_opt_ablation,removal_density,3,2,0,100,0,2500,216.0,3.571428571428572,7580.011218876029,112.69700459999147,True,4044,4044,307778,284870,0,0.0,0.0,0,0,0,0,854610,0,0.0,0.0,0.0,0,0,35.42062350013293,112.69485499999428,0.3143055954074809,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen1_m3,224.0,density_p3_c2_l0,bounded_two_opt_ablation,removal_density,3,2,0,100,1,2500,212.0,5.357142857142857,7616.253169264643,112.53708229999756,True,4090,4090,310105,285765,0,0.0,0.0,0,0,0,0,857295,0,0.0,0.0,0.0,0,0,35.022162899855175,112.53496829999494,0.3112113810392991,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen2_m3,12646.0,density_p3_c2_l0,bounded_two_opt_ablation,removal_density,3,2,0,100,0,2500,11830.0,6.452633243713427,7631.65608541325,122.65830349999304,True,3834,3834,276881,251571,9157,0.0363992670061334,2.388367240479917,3334,3500,2323,0,1515058,0,0.0,41.4032980233701,379130.0,72,286,43.62168470006145,122.65552600000228,0.3556438598621365,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen2_m3,12646.0,density_p3_c2_l0,bounded_two_opt_ablation,removal_density,3,2,0,100,1,2500,11796.0,6.721492962201487,7632.31892835146,116.3349140999926,True,3898,3898,274872,249720,9116,0.0365048854717283,2.3386351975371986,3558,3500,2058,0,1473136,0,0.0,44.12648091268101,402257.0,73,305,42.16916750014934,116.33218920000944,0.3624892455831641,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen3_m3,11639.0,density_p3_c2_l0,bounded_two_opt_ablation,removal_density,3,2,0,100,0,2500,10602.0,8.909700146060658,7635.115771579445,138.56744759999856,True,3883,3883,301796,268848,9566,0.0355814437897994,2.4635591037857325,4354,3970,1242,0,1588353,0,0.0,40.84350825841522,390709.0,27,122,47.21906219991797,138.56484530000307,0.3407723084284851,2,07_mechanism_components/mechanism_runs.csv
Dang,large,rd400_gen3_m3,11639.0,density_p3_c2_l0,bounded_two_opt_ablation,removal_density,3,2,0,100,1,2500,10694.0,8.119254231463184,7636.440325225305,116.25919699999211,True,3436,3436,270334,239986,9087,0.0378647087746785,2.6446449359720607,4195,3798,1094,0,1198317,0,0.0,41.47507428194123,376884.0,45,212,37.9190499996912,116.2566652999958,0.3261666752770051,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen1_m3,103.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,0,2500,102.0,0.970873786407767,58371.86798036181,14.714564900001278,True,3548,3548,77893,77893,407,0.0052251165059761,0.1147125140924464,407,0,0,0,233554,324,0.7960687960687961,1.0,407.0,4,4,5.650693100091303,14.714031400013482,0.3840343238689925,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen1_m3,103.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,1,2500,102.0,0.970873786407767,58452.52500027385,14.759448600001631,True,3759,3759,79704,79704,498,0.0062481180367359,0.1324820430965682,498,0,0,0,238971,402,0.8072289156626506,1.0,498.0,3,9,5.855254100068123,14.75889320000715,0.3967271814166448,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen2_m3,5393.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,0,2500,5164.0,4.246245132579269,59111.61386207455,17.10504170000786,True,3022,3022,68555,68555,4935,0.0719859966450295,1.633024487094639,2261,1830,844,0,424681,949,0.1922998986828774,36.327659574468086,179277.0,37,133,7.387547800273751,17.10454440000467,0.4319055584007098,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen2_m3,5393.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,1,2500,5154.0,4.431670684220285,59084.078870365054,15.952210600007676,True,2965,2965,74025,74025,5692,0.0768929415737926,1.9197301854974704,2525,2061,1106,0,394415,943,0.165671117357695,39.31746310611384,223795.0,16,97,7.0554547997016925,15.951650399991196,0.4423024967814983,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen3_m3,2706.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,0,2500,2690.0,0.5912786400591279,58945.63125475195,23.281272799998987,True,3000,3000,66724,66724,3759,0.0563365505665128,1.253,1705,1496,558,0,446599,720,0.1915403032721468,19.477254588986437,73215.0,24,77,7.69362769977306,23.280719500005944,0.3304720758209855,2,07_mechanism_components/mechanism_runs.csv
Dang,small,bier127_gen3_m3,2706.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,1,2500,2662.0,1.6260162601626016,59015.25180854664,26.19312590001209,True,3077,3077,64920,64920,3571,0.0550061614294516,1.1605459863503411,1345,1790,436,0,462178,508,0.1422570708485018,20.42145057406889,72925.0,22,72,8.03615389985498,26.19259439999587,0.3068101531727704,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen1_m3,111.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,0,2500,108.0,2.702702702702702,23883.1869645736,30.4192791999958,True,3347,3347,136070,134697,661,0.0049073104820448,0.1974902898117717,661,0,0,0,403959,556,0.8411497730711044,1.0,661.0,5,8,10.14360549968842,30.418715699997847,0.3334659358971272,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen1_m3,111.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,1,2500,109.0,1.8018018018018016,23931.84501307009,30.494291299997712,True,3436,3436,133034,131834,546,0.00414157197688,0.1589057043073341,546,0,0,0,395353,446,0.8168498168498168,1.0,546.0,9,10,9.93451730061497,30.49372189999849,0.3257889388902528,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen2_m3,6018.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,0,2500,5872.0,2.426055167829844,24029.303110774126,36.925914200008265,True,2960,2960,118240,116382,5829,0.0500850647007269,1.9692567567567567,2237,2534,1058,0,688597,938,0.160919540229885,45.778006519128496,266840.0,28,101,13.912054899759823,36.925331699996605,0.3767618125353523,2,07_mechanism_components/mechanism_runs.csv
Dang,medium,pr299_gen2_m3,6018.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,1,2500,5933.0,1.4124293785310735,24051.22094124165,38.3760484999948,True,2940,2940,120736,118264,5631,0.0476138131637692,1.91530612244898,2447,2037,1147,0,735722,811,0.1440241520156277,45.50559403303144,256242.0,21,69,14.686480299569666,38.375497800007,0.382704619914194,2,07_mechanism_components/mechanism_runs.csv
