Benchmark,size,instance,bks,config,role,ranking,positions,ejections,passes,attempts,seed,iterations,best_reward,gap_percent,total_distance,runtime_seconds,feasible,repair_calls,calls_with_blocked_customers,blocked_customers,attempted_blocked_customers,successful_commits,success_rate_per_attempted_customer,success_rate_per_repair_call,success_c0,success_c1,success_c2,success_c3,bounded_two_opt_trial_calls,successful_commits_using_bounded_two_opt,bounded_two_opt_share_of_successes,mean_net_reward_gain_per_success,net_reward_gain_sum,new_best_candidates_with_successful_repair,successful_commits_in_new_best_candidates,module_seconds,total_solve_seconds,module_runtime_share,Batch_Workers,Source_Record
Chao,medium,p5.4.t,1160.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,0,2500,1105.0,4.741379310344827,97.98921293954396,4.402012699996703,True,2567,2567,34993,34993,1271,0.0363215500242905,0.4951305025321387,416,764,91,0,176552,188,0.1479150275373721,16.88040912667191,21455.0,2,4,2.0317581999552203,4.401655999998184,0.4615895017593512,2,06_mechanism_components/mechanism_runs.csv
Chao,medium,p5.4.t,1160.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,1,2500,1125.0,3.0172413793103448,99.18985294042466,4.19915089999995,True,2543,2543,35733,35733,2073,0.0580136008731424,0.815178922532442,550,1378,145,0,157393,153,0.0738060781476121,17.11287988422576,35475.0,4,11,1.9036032999611048,4.198739699997532,0.4533749258050515,2,06_mechanism_components/mechanism_runs.csv
Chao,small,p6.2.l,1116.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,0,2500,1116.0,0.0,67.88225099390857,4.570672199999535,True,2516,2516,34713,34713,3370,0.0970817849220753,1.3394276629570747,1210,2052,108,0,113112,276,0.0818991097922848,16.58991097922849,55908.0,10,24,2.0538888000664883,4.570162600000913,0.4494126314162385,2,06_mechanism_components/mechanism_runs.csv
Chao,small,p6.2.l,1116.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,1,2500,1116.0,0.0,67.88225099390857,4.618876399999863,True,2511,2511,35265,35265,3448,0.0977739968807599,1.3731581043409,1137,2137,174,0,115751,282,0.0817865429234338,16.364269141531324,56424.0,11,32,2.08664349992614,4.618364099998871,0.4518144205924886,2,06_mechanism_components/mechanism_runs.csv
Chao,small,p6.3.k,894.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,0,2500,888.0,0.6711409395973155,62.31660659271909,4.012996499997826,True,2504,2504,34926,34926,1774,0.0507931054228941,0.7084664536741214,474,1207,93,0,152279,238,0.1341600901916572,15.301014656144307,27144.0,16,33,1.8451083000545625,4.012632400001166,0.4598249019905301,2,06_mechanism_components/mechanism_runs.csv
Chao,small,p6.3.k,894.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,1,2500,888.0,0.6711409395973155,62.31660659271909,3.874077499996929,True,2505,2505,34972,34972,1743,0.049839871897518,0.6958083832335329,390,1256,97,0,137485,249,0.1428571428571428,14.53012048192771,25326.0,22,39,1.7369673998982762,3.873691400000098,0.4484010780771623,2,06_mechanism_components/mechanism_runs.csv
Chao,small,p6.4.k,528.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,0,2500,528.0,0.0,64.22079954864219,3.5877457999995386,True,2500,2500,34745,34745,2029,0.0583968916390847,0.8116,115,1808,106,0,175012,64,0.031542631838344,11.896500739280434,24138.0,13,19,1.7385893999999098,3.5874148000002606,0.4846357326729497,2,06_mechanism_components/mechanism_runs.csv
Chao,small,p6.4.k,528.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,1,2500,528.0,0.0,64.22079954864219,3.6104501000008895,True,2501,2501,34770,34770,1932,0.0555651423641069,0.7724910035985606,162,1716,54,0,174270,52,0.0269151138716356,11.53726708074534,22290.0,7,8,1.7382192998338724,3.6101137999976345,0.4814860129436948,2,06_mechanism_components/mechanism_runs.csv
Chao,large,p7.2.l,767.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,0,2500,767.0,0.0,237.6125071842121,7.676768400000583,True,2640,2640,56241,56241,3854,0.0685265197987233,1.459848484848485,1276,2047,531,0,249699,323,0.0838090295796575,13.736118318629996,52939.0,10,29,3.50970479996613,7.6762468999986595,0.4572162471697911,2,06_mechanism_components/mechanism_runs.csv
Chao,large,p7.2.l,767.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,1,2500,767.0,0.0,237.6125071842121,7.868283200001315,True,2667,2667,55569,55569,3375,0.0607353020569022,1.265466816647919,1261,1642,472,0,292942,290,0.0859259259259259,12.352592592592591,41690.0,19,43,3.824918699989212,7.867753399998037,0.4861513198914147,2,06_mechanism_components/mechanism_runs.csv
Chao,large,p7.3.n,820.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,0,2500,804.0,1.951219512195122,277.82915624684864,7.114760600001318,True,2603,2603,51262,51262,3359,0.0655261207131988,1.2904341144832885,944,1941,474,0,276523,216,0.0643048526347127,10.266746055373623,34486.0,10,30,3.290304800004378,7.1143006999991485,0.4624916683666143,2,06_mechanism_components/mechanism_runs.csv
Chao,large,p7.3.n,820.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,1,2500,804.0,1.951219512195122,277.82915624684864,7.095113700001093,True,2590,2590,51377,51377,3127,0.060863810654573,1.2073359073359071,844,1929,354,0,278023,194,0.0620402942117045,10.639910457307325,33271.0,10,22,3.315731499900721,7.094647799996892,0.4673567446014972,2,06_mechanism_components/mechanism_runs.csv
Chao,large,p7.4.n,730.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,0,2500,726.0,0.547945205479452,278.5165567932532,7.050909100002173,True,3034,3034,51011,51011,2336,0.0457940444217913,0.7699406723796968,857,1272,207,0,281950,234,0.1001712328767123,12.951198630136986,30254.0,14,34,3.1563481998928182,7.050492200000008,0.4476777096346287,2,06_mechanism_components/mechanism_runs.csv
Chao,large,p7.4.n,730.0,density_p3_c2_l1,reference_and_mechanism_logging,removal_density,3,2,1,100,1,2500,726.0,0.547945205479452,278.5165567932532,7.105509599998186,True,3046,3046,50898,50898,2358,0.0463279500176824,0.7741300065659882,839,1290,229,0,279143,225,0.0954198473282442,13.37192536047498,31531.0,13,22,3.16491749992565,7.105098200001521,0.4454431748635047,2,06_mechanism_components/mechanism_runs.csv
Chao,medium,p5.2.q,1195.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,0,2500,1180.0,1.2552301255230125,83.62123278463429,4.73954429999867,True,2532,2532,37989,37989,2253,0.0593066413961936,0.8898104265402843,875,1154,214,10,165032,130,0.0577008433200177,19.85574789169996,44735.0,8,24,2.32987300001696,4.739072100001067,0.4916306295522356,2,06_mechanism_components/mechanism_runs.csv
Chao,medium,p5.2.q,1195.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,1,2500,1195.0,0.0,84.70820393249937,4.638338600001589,True,2539,2539,36872,36872,2561,0.0694564981557821,1.0086648286727058,1041,1224,288,8,149987,234,0.0913705583756345,19.275673565013665,49365.0,10,23,2.1974454999035515,4.637891200000013,0.4738027273911784,2,06_mechanism_components/mechanism_runs.csv
Chao,medium,p5.3.s,1190.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,0,2500,1185.0,0.4201680672268907,92.860416223291,4.644293299999845,True,2550,2550,36220,36220,2415,0.0666758696852567,0.9470588235294116,518,1571,324,2,182801,218,0.0902691511387163,15.577639751552796,37620.0,13,30,2.267654799950833,4.643907199999376,0.4883075182792494,2,06_mechanism_components/mechanism_runs.csv
Chao,medium,p5.3.s,1190.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,1,2500,1185.0,0.4201680672268907,93.29005467744568,4.750459099999716,True,2589,2589,36871,36871,2504,0.0679124515201649,0.9671687910390112,615,1586,303,0,183874,277,0.1106230031948881,16.28594249201278,40780.0,12,41,2.301508499931515,4.750076299998909,0.4845203223224106,2,06_mechanism_components/mechanism_runs.csv
Chao,medium,p5.4.t,1160.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,0,2500,1105.0,4.741379310344827,97.98921293954396,4.461489700002858,True,2567,2567,34993,34993,1271,0.0363215500242905,0.4951305025321387,416,764,91,0,176552,188,0.1479150275373721,16.88040912667191,21455.0,2,4,2.086699299932661,4.461134799999854,0.4677507839334354,2,06_mechanism_components/mechanism_runs.csv
Chao,medium,p5.4.t,1160.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,1,2500,1135.0,2.155172413793104,99.18985294042466,4.216501599999901,True,2564,2564,35677,35677,2016,0.0565069933010062,0.7862714508580343,589,1231,194,2,153380,211,0.1046626984126984,17.12549603174603,34525.0,5,18,1.9291544000298015,4.216144299996813,0.4575636559762103,2,06_mechanism_components/mechanism_runs.csv
Chao,small,p6.2.l,1116.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,0,2500,1116.0,0.0,67.88225099390857,4.524163100002625,True,2526,2526,34713,34713,3563,0.1026416616253276,1.4105304829770389,1271,2152,137,3,113637,316,0.0886893067639629,16.716811675554307,59562.0,9,20,1.9809990999638103,4.523686099997576,0.4379170119617432,2,06_mechanism_components/mechanism_runs.csv
Chao,small,p6.2.l,1116.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,1,2500,1116.0,0.0,67.88225099390857,4.5269859,True,2509,2509,34342,34342,3545,0.1032263700425135,1.4129135113591071,1236,2200,106,3,113722,318,0.0897038081805359,16.512270803949225,58536.0,11,31,1.9843896001766552,4.5265005999972345,0.4383937561342348,2,06_mechanism_components/mechanism_runs.csv
Chao,small,p6.3.k,894.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,0,2500,888.0,0.6711409395973155,62.31660659271909,3.9542265000018233,True,2501,2501,34126,34126,1608,0.0471194983297192,0.6429428228708517,387,1133,87,1,146350,207,0.1287313432835821,14.805970149253731,23808.0,16,31,1.8318748000529013,3.9537753999975394,0.4633229292827411,2,06_mechanism_components/mechanism_runs.csv
Chao,small,p6.3.k,894.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,1,2500,894.0,0.0,64.64116191305585,3.810287899999821,True,2506,2506,33859,33859,1709,0.0504740246315602,0.6819632881085395,494,1180,34,1,128780,186,0.1088355763604447,16.177881802223524,27648.0,17,33,1.7153860999496828,3.809912799999438,0.4502428769366942,2,06_mechanism_components/mechanism_runs.csv
Chao,small,p6.4.k,528.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,0,2500,528.0,0.0,64.22079954864219,3.6335371999994095,True,2500,2500,34745,34745,2029,0.0583968916390847,0.8116,115,1808,106,0,175587,64,0.031542631838344,11.896500739280434,24138.0,13,19,1.7922126000703429,3.63320720000047,0.4932866476952129,2,06_mechanism_components/mechanism_runs.csv
Chao,small,p6.4.k,528.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,1,2500,528.0,0.0,64.22079954864219,3.669936599999346,True,2501,2501,34770,34770,1932,0.0555651423641069,0.7724910035985606,162,1716,54,0,174711,52,0.0269151138716356,11.53726708074534,22290.0,7,8,1.801165299868444,3.6694819999975152,0.4908500163973181,2,06_mechanism_components/mechanism_runs.csv
Chao,large,p7.2.l,767.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,0,2500,702.0,8.474576271186441,238.1499049847056,8.573075200001767,True,2734,2734,55829,55829,3514,0.0629421984989879,1.2852962692026335,1286,1630,472,126,327424,317,0.0902105862265224,10.702333523050656,37608.0,11,29,4.248446800029342,8.572425999998813,0.4955944559952958,2,06_mechanism_components/mechanism_runs.csv
Chao,large,p7.2.l,767.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,1,2500,751.0,2.0860495436766624,238.3099967422147,8.401135399999475,True,2670,2670,59103,59103,4141,0.0700641253405072,1.550936329588015,1524,1975,441,201,300673,333,0.0804153586090316,12.321419946872735,51023.0,11,45,4.123425699966901,8.400657500002126,0.4908455915463591,2,06_mechanism_components/mechanism_runs.csv
Chao,large,p7.3.n,820.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,0,2500,803.0,2.073170731707317,276.6702310329853,7.532498000000487,True,2680,2680,54518,54518,3654,0.0670237352800909,1.3634328358208956,1015,2121,373,145,262199,277,0.075807334428024,10.982758620689657,40131.0,7,24,3.386785700040491,7.531946900002367,0.4496560776390267,2,06_mechanism_components/mechanism_runs.csv
Chao,large,p7.3.n,820.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,1,2500,804.0,1.951219512195122,277.82915624684864,7.286934200001269,True,2583,2583,53478,53478,3508,0.065597067953177,1.3581107239643826,988,2045,285,190,272393,204,0.0581527936145952,11.100627137970353,38941.0,8,26,3.412822300044354,7.286483799998678,0.4683771203944725,2,06_mechanism_components/mechanism_runs.csv
Chao,large,p7.4.n,730.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,0,2500,730.0,0.0,277.95526979867464,7.012663800000155,True,2978,2978,50602,50602,2273,0.0449191731552112,0.7632639355271995,818,1255,159,41,288449,239,0.1051473823141223,12.995160580730312,29538.0,18,41,3.287371800011897,7.012169400000857,0.4688095241982453,2,06_mechanism_components/mechanism_runs.csv
Chao,large,p7.4.n,730.0,density_p3_c3_l1,C_sensitivity,removal_density,3,3,1,100,1,2500,730.0,0.0,277.95526979867464,7.138859800001228,True,3111,3111,52279,52279,2325,0.0444729241186709,0.7473481195756991,814,1276,209,26,288940,237,0.1019354838709677,13.586236559139785,31588.0,13,27,3.3100048000233078,7.138463499999489,0.4636858898309902,2,06_mechanism_components/mechanism_runs.csv
Chao,medium,p5.2.q,1195.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,0,2500,1190.0,0.4184100418410041,84.42718386376139,5.353789200002211,True,2529,2529,39260,39260,3071,0.078222109016811,1.2143139580862,625,1886,560,0,232230,164,0.0534028003907521,17.43568870074894,53545.0,12,25,3.0022830999587318,5.353348900000128,0.5608233567512589,2,06_mechanism_components/mechanism_runs.csv
Chao,medium,p5.2.q,1195.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,1,2500,1195.0,0.0,84.70820393249937,5.377211300001363,True,2536,2536,37240,37240,2898,0.0778195488721804,1.142744479495268,1250,1524,124,0,221547,282,0.0973084886128364,19.810213940648723,57410.0,6,23,2.920954300036101,5.37669299999834,0.543262243173825,2,06_mechanism_components/mechanism_runs.csv
Chao,medium,p5.3.s,1190.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,0,2500,1185.0,0.4201680672268907,92.860416223291,5.790640100000019,True,2541,2541,35754,35754,2318,0.0648319069195055,0.9122392758756396,590,1394,334,0,327089,227,0.0979292493528904,15.88869715271786,36830.0,10,22,3.446558499970706,5.79025349999938,0.5952344746168842,2,06_mechanism_components/mechanism_runs.csv
Chao,medium,p5.3.s,1190.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,1,2500,1190.0,0.0,94.03943376208696,5.663148399999045,True,2562,2562,36301,36301,2497,0.068785983857194,0.9746291959406712,597,1652,248,0,299420,249,0.0997196635963155,15.92110532639167,39755.0,13,23,3.262382900025841,5.662767300000269,0.5761110649956755,2,06_mechanism_components/mechanism_runs.csv
Chao,medium,p5.4.t,1160.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,0,2500,1160.0,0.0,99.50044597825251,4.863323000001401,True,2531,2531,38121,38121,2715,0.0712205870779885,1.0726985381272225,543,1817,355,0,231548,147,0.0541436464088397,17.14917127071823,46560.0,4,11,2.573040700001002,4.862974799998483,0.5291083762148643,2,06_mechanism_components/mechanism_runs.csv
Chao,medium,p5.4.t,1160.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,1,2500,1160.0,0.0,99.50044597825251,4.910310999999638,True,2555,2555,36749,36749,2430,0.0661242482788647,0.9510763209393346,516,1638,276,0,248327,214,0.0880658436213991,17.069958847736626,41480.0,8,25,2.652601900004811,4.909955600000103,0.5402496715051263,2,06_mechanism_components/mechanism_runs.csv
Chao,small,p6.2.l,1116.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,0,2500,1116.0,0.0,67.88225099390857,5.356729499999346,True,2514,2514,34621,34621,3513,0.101470205944369,1.3973747016706444,1251,2114,148,0,193197,290,0.0825505266154284,16.57386848847139,58224.0,7,17,2.8264722999665537,5.356155200002831,0.527705451844461,2,06_mechanism_components/mechanism_runs.csv
Chao,small,p6.2.l,1116.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,1,2500,1116.0,0.0,67.88225099390857,5.378632800002379,True,2510,2510,34583,34583,3444,0.0995865020385738,1.3721115537848605,1212,2105,127,0,193203,306,0.0888501742160278,16.63240418118467,57282.0,11,32,2.8309408998720755,5.378071799997997,0.5263858507566095,2,06_mechanism_components/mechanism_runs.csv
Chao,small,p6.3.k,894.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,0,2500,894.0,0.0,64.64116191305585,4.776017199998023,True,2504,2504,34685,34685,1891,0.0545192446302436,0.7551916932907349,571,1247,73,0,241419,253,0.1337916446324696,15.550502379693285,29406.0,18,44,2.650191899963829,4.775638400002208,0.5549398170436447,2,06_mechanism_components/mechanism_runs.csv
Chao,small,p6.3.k,894.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,1,2500,894.0,0.0,64.06467069051438,4.784388200001558,True,2503,2503,34547,34547,1797,0.0520160940168466,0.7179384738314023,426,1285,86,0,243319,300,0.1669449081803005,15.088480801335558,27114.0,22,40,2.641678699888871,4.784007599999313,0.552189486465124,2,06_mechanism_components/mechanism_runs.csv
Chao,small,p6.4.k,528.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,0,2500,528.0,0.0,64.22079954864219,4.433986500000174,True,2500,2500,34447,34447,2068,0.0600342555229773,0.8272,148,1834,86,0,291498,51,0.0246615087040618,11.498065764023211,23778.0,13,22,2.587634599982266,4.43365730000005,0.5836343282513596,2,06_mechanism_components/mechanism_runs.csv
Chao,small,p6.4.k,528.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,1,2500,528.0,0.0,64.22079954864219,4.460181099999318,True,2501,2501,34770,34770,1936,0.0556801840667241,0.7740903638544582,163,1718,55,0,291871,52,0.0268595041322314,11.544421487603303,22350.0,7,8,2.5868596998952853,4.459844799999701,0.580033569754593,2,06_mechanism_components/mechanism_runs.csv
Chao,large,p7.2.l,767.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,0,2500,767.0,0.0,237.6125071842121,9.683058200000232,True,2672,2672,57706,57706,3809,0.0660070010050948,1.4255239520958085,1316,1960,533,0,431412,314,0.0824363349960619,14.029141506957206,53437.0,10,29,5.424631699905149,9.682598600000349,0.5602454386475294,2,06_mechanism_components/mechanism_runs.csv
Chao,large,p7.2.l,767.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,1,2500,731.0,4.69361147327249,238.87907974459077,10.155832600001304,True,2649,2649,56023,56023,3374,0.0602252646234582,1.2736881842204606,1368,1547,459,0,504803,323,0.0957320687611144,11.649673977474809,39306.0,11,32,5.9583274999968125,10.15530569999828,0.5867206439681891,2,06_mechanism_components/mechanism_runs.csv
Chao,large,p7.3.n,820.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,0,2500,795.0,3.048780487804878,278.145677588251,9.170399999999065,True,2734,2734,55446,55446,3511,0.0633228727049742,1.2841989758595465,974,2089,448,0,445626,289,0.0823127314155511,10.798063229849046,37912.0,5,15,4.969639999955689,9.169933799999852,0.5419493868053625,2,06_mechanism_components/mechanism_runs.csv
Chao,large,p7.3.n,820.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,1,2500,794.0,3.1707317073170733,278.3750850910702,8.835791999998037,True,2678,2678,54492,54492,3493,0.0641011524627468,1.3043315907393578,964,2052,477,0,430243,249,0.0712854279988548,10.414543372459203,36378.0,5,15,4.835138900158199,8.83531800000128,0.5472512591122921,2,06_mechanism_components/mechanism_runs.csv
Chao,large,p7.4.n,730.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,0,2500,726.0,0.547945205479452,278.5165567932532,8.104042700000718,True,2899,2899,48949,48949,2315,0.0472941224539827,0.7985512245601931,836,1254,225,0,447890,270,0.1166306695464362,12.555939524838012,29067.0,12,26,4.415660699996806,8.103613999999652,0.544900176636868,2,06_mechanism_components/mechanism_runs.csv
Chao,large,p7.4.n,730.0,density_p5_c2_l1,P_sensitivity,removal_density,5,2,1,100,1,2500,726.0,0.547945205479452,278.5165567932532,8.540924999997515,True,2989,2989,50784,50784,2382,0.0469045368620037,0.7969220475075276,853,1321,208,0,470943,259,0.1087321578505457,13.18094038623006,31397.0,16,32,4.678174400098214,8.54039339999872,0.5477703638451732,2,06_mechanism_components/mechanism_runs.csv
Chao,medium,p5.2.q,1195.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,0,2500,1195.0,0.0,84.70820393249937,4.310355300000083,True,2575,2575,36301,36301,453,0.0124789950690063,0.1759223300970873,257,177,19,0,129822,170,0.3752759381898454,17.924944812362032,8120.0,5,5,1.894470200099022,4.309932500000286,0.4395591346497645,2,06_mechanism_components/mechanism_runs.csv
Chao,medium,p5.2.q,1195.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,1,2500,1195.0,0.0,84.70820393249937,4.406723100000818,True,2569,2569,38051,38051,522,0.01371843052745,0.203191903464383,276,225,21,0,133365,192,0.367816091954023,15.96743295019157,8335.0,2,3,1.938118800033408,4.406291200000851,0.4398526361655429,2,06_mechanism_components/mechanism_runs.csv
Chao,medium,p5.3.s,1190.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,0,2500,1185.0,0.4201680672268907,93.29005467744568,4.127536300002248,True,2573,2573,34509,34509,488,0.0141412385174881,0.1896618732996502,132,309,47,0,138410,89,0.1823770491803278,15.50204918032787,7565.0,11,16,1.8001072999941243,4.127134900001693,0.4361639111901542,2,06_mechanism_components/mechanism_runs.csv
Chao,medium,p5.3.s,1190.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,1,2500,1190.0,0.0,94.03943376208696,4.164335800000117,True,2546,2546,35789,35789,554,0.0154796166419849,0.2175962293794187,179,324,51,0,141285,146,0.2635379061371841,15.234657039711191,8440.0,8,9,1.8378910999126676,4.163952200000495,0.4413814116099722,2,06_mechanism_components/mechanism_runs.csv
Chao,medium,p5.4.t,1160.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,0,2500,1120.0,3.4482758620689653,98.36896639280783,4.159956999999849,True,2548,2548,35014,35014,512,0.0146227223396355,0.2009419152276295,144,315,53,0,153467,104,0.203125,15.224609375,7795.0,0,0,1.8329557999968529,4.159603800002515,0.4406563432785941,2,06_mechanism_components/mechanism_runs.csv
Chao,medium,p5.4.t,1160.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,1,2500,1100.0,5.172413793103448,97.1374106514146,4.328918299997895,True,2605,2605,35079,35079,385,0.0109752273439949,0.1477927063339731,158,206,21,0,160104,131,0.3402597402597402,16.428571428571427,6325.0,0,0,1.9007365999168544,4.328567999997176,0.4391144138010756,2,06_mechanism_components/mechanism_runs.csv
Chao,small,p6.2.l,1116.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,0,2500,1116.0,0.0,67.88225099390857,4.465479500002402,True,2547,2547,34093,34093,842,0.0246971519080163,0.3305850019630938,244,551,47,0,121489,282,0.334916864608076,14.287410926365796,12030.0,6,8,1.9088248999942152,4.464993199999299,0.427509027336148,2,06_mechanism_components/mechanism_runs.csv
Chao,small,p6.2.l,1116.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,1,2500,1116.0,0.0,67.88225099390857,4.450174800000241,True,2530,2530,33879,33879,744,0.0219605065084565,0.2940711462450593,223,465,56,0,120661,259,0.3481182795698925,14.67741935483871,10920.0,5,5,1.8979349998917316,4.449690599998576,0.4265319031153174,2,06_mechanism_components/mechanism_runs.csv
Chao,small,p6.3.k,894.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,0,2500,888.0,0.6711409395973155,62.31660659271909,3.903341099998215,True,2502,2502,34424,34424,600,0.0174297002091564,0.2398081534772182,97,461,42,0,145673,177,0.295,11.82,7092.0,14,19,1.7594563999955426,3.9029262000003655,0.4508044246379493,2,06_mechanism_components/mechanism_runs.csv
Chao,small,p6.3.k,894.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,1,2500,894.0,0.0,64.06467069051438,3.859493799998745,True,2502,2502,34120,34120,656,0.0192262602579132,0.2621902478017586,131,474,51,0,143989,180,0.274390243902439,12.073170731707316,7920.0,11,15,1.7372170999842638,3.8590575000016543,0.4501661610337548,2,06_mechanism_components/mechanism_runs.csv
Chao,small,p6.4.k,528.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,0,2500,528.0,0.0,64.22079954864219,3.6156805000027816,True,2500,2500,34657,34657,679,0.0195920016158351,0.2716,61,531,87,0,181786,5,0.0073637702503681,9.525773195876289,6468.0,9,10,1.7553821000146854,3.615295900002821,0.4855431335546603,2,06_mechanism_components/mechanism_runs.csv
Chao,small,p6.4.k,528.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,1,2500,528.0,0.0,64.22079954864219,3.5784572000011394,True,2500,2500,34623,34623,712,0.0205643647286485,0.2848,65,566,81,0,179618,6,0.0084269662921348,9.117977528089888,6492.0,9,12,1.7262103999964893,3.578122500002792,0.4824346846691645,2,06_mechanism_components/mechanism_runs.csv
Chao,large,p7.2.l,767.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,0,2500,727.0,5.215123859191656,239.8775585162499,7.349527700000181,True,2617,2617,50435,50435,679,0.0134628730048577,0.2594573939625525,333,271,75,0,238095,159,0.2341678939617084,10.917525773195877,7413.0,9,9,3.208051600100589,7.348990300000878,0.4365295733347485,2,06_mechanism_components/mechanism_runs.csv
Chao,large,p7.2.l,767.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,1,2500,730.0,4.823989569752282,239.6653321218191,7.704693399999087,True,2683,2683,57401,57401,883,0.0153830072646818,0.3291092061125605,422,394,67,0,261391,267,0.3023782559456399,10.355605889014722,9144.0,6,10,3.5216939001220453,7.704176999999618,0.4571148741938587,2,06_mechanism_components/mechanism_runs.csv
Chao,large,p7.3.n,820.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,0,2500,798.0,2.682926829268293,277.77898505685755,6.666416299998673,True,2660,2660,49813,49813,887,0.0178065966715516,0.3334586466165413,323,426,138,0,229400,228,0.2570462232243517,10.340473506200675,9172.0,11,16,2.8551407002014457,6.665948699999717,0.4283172326546057,2,06_mechanism_components/mechanism_runs.csv
Chao,large,p7.3.n,820.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,1,2500,795.0,3.048780487804878,278.0518711365016,7.061229900002218,True,2698,2698,51301,51301,812,0.0158281514980214,0.3009636767976278,269,424,119,0,240793,199,0.2450738916256157,8.905172413793103,7231.0,6,10,3.019661599984829,7.060756399998354,0.4276682877751643,2,06_mechanism_components/mechanism_runs.csv
Chao,large,p7.4.n,730.0,random_p3_c2_l1,removal_ranking_ablation,random,3,2,1,100,0,2500,726.0,0.547945205479452,278.5165567932532,6.708963399996719,True,3067,3067,48974,48974,740,0.0151100583983338,0.241278121943267,305,316,119,0,252404,196,0.2648648648648649,10.91081081081081,8074.0,5,13,2.860201699921163,6.7085654999973485,0.426350715353721,2,06_mechanism_components/mechanism_runs.csv
