algorithm,instance,bks,best_reward,mean_reward,best_gap,mean_gap,mean_runtime,mean_iterations,dataset,protocol
off,bier127_gen1_m2,106.0,105.0,104.25,0.9433962264150944,1.650943396226415,9.808418324999366,,Dang,fixed
off,bier127_gen1_m3,103.0,101.0,101.0,1.941747572815534,1.941747572815534,8.763022099999944,,Dang,fixed
off,bier127_gen2_m2,5464.0,5395.0,5389.25,1.2628111273792093,1.3680453879941434,17.455882024999482,,Dang,fixed
off,bier127_gen2_m3,5393.0,5111.0,5097.5,5.229000556276655,5.479325050992027,10.266088174998913,,Dang,fixed
off,bier127_gen2_m4,5123.0,5043.0,5009.0,1.5615850087839156,2.2252586375170798,8.658965750000789,,Dang,fixed
off,bier127_gen3_m2,2885.0,2774.0,2723.25,3.847487001733102,5.606585788561525,28.167504724999162,,Dang,fixed
off,bier127_gen3_m3,2706.0,2702.0,2665.75,0.14781966001478197,1.4874353288987436,14.448524200000975,,Dang,fixed
off,bier127_gen3_m4,2402.0,2372.0,2319.5,1.2489592006661117,3.4346378018318067,12.47235505000117,,Dang,fixed
off,cmt101c_m3,1300.0,1270.0,1267.5,2.3076923076923075,2.5,5.206188700000894,,Dang,fixed
off,cmt151b_m3,1385.0,1373.0,1365.5,0.8664259927797834,1.407942238267148,9.355730649999714,,Dang,fixed
off,cmt151c_m2,1964.0,1940.0,1924.5,1.2219959266802445,2.011201629327902,15.378097750000052,,Dang,fixed
off,cmt151c_m3,1916.0,1893.0,1884.5,1.2004175365344467,1.6440501043841336,11.50705837500118,,Dang,fixed
off,cmt151c_m4,1880.0,1861.0,1817.25,1.0106382978723405,3.3377659574468086,9.987936075001016,,Dang,fixed
off,cmt200b_m2,2096.0,2031.0,2006.25,3.101145038167939,4.281965648854962,24.63198635000026,,Dang,fixed
off,cmt200b_m3,2019.0,1911.0,1883.0,5.349182763744428,6.736007924715206,15.788306600000396,,Dang,fixed
off,cmt200b_m4,1894.0,1850.0,1788.75,2.3231256599788805,5.557022175290391,13.39093157500065,,Dang,fixed
off,cmt200c_m2,2818.0,2743.0,2724.75,2.6614620298083747,3.3090844570617457,33.2113882499998,,Dang,fixed
off,cmt200c_m3,2766.0,2699.0,2666.5,2.4222704266088213,3.597252349963847,21.758579024999563,,Dang,fixed
off,cmt200c_m4,2712.0,2680.0,2643.25,1.1799410029498525,2.535029498525074,19.399428624999018,,Dang,fixed
off,eil101b_m3,916.0,901.0,888.75,1.6375545851528384,2.9748908296943233,3.9488347750002504,,Dang,fixed
off,eil101c_m2,1305.0,1303.0,1293.0,0.1532567049808429,0.9195402298850575,6.438156649999655,,Dang,fixed
off,eil101c_m3,1251.0,1232.0,1214.25,1.518784972022382,2.937649880095923,5.5496426249983415,,Dang,fixed
off,gil262_gen1_m3,101.0,99.0,98.25,1.9801980198019802,2.722772277227723,16.814280999999937,,Dang,fixed
off,gil262_gen1_m4,78.0,77.0,77.0,1.2820512820512822,1.2820512820512822,13.206654774999151,,Dang,fixed
off,gil262_gen2_m2,7498.0,7016.0,6920.75,6.428380901573753,7.69871965857562,37.45436149999932,,Dang,fixed
off,gil262_gen2_m3,5615.0,5519.0,5399.75,1.7097061442564558,3.833481745325022,19.364668350000102,,Dang,fixed
off,gil262_gen3_m2,7183.0,6732.0,6560.75,6.278713629402756,8.662814979813449,36.0826865500012,,Dang,fixed
off,gil262_gen3_m4,2507.0,2402.0,2356.0,4.188272836059035,6.0231352213801355,13.031178025000372,,Dang,fixed
off,gil262a_m2,4078.0,3850.0,3830.75,5.590975968612065,6.063021088769005,13.797851650000666,,Dang,fixed
off,gil262a_m4,3175.0,3131.0,3092.25,1.3858267716535433,2.606299212598425,9.33643315000063,,Dang,fixed
off,gil262b_m2,8081.0,7540.0,7309.5,6.694716000494989,9.547085756713278,43.38366632500038,,Dang,fixed
off,gil262b_m3,7585.0,7065.0,6773.75,6.855636123928807,10.695451549110086,27.526955250000356,,Dang,fixed
off,gil262b_m4,6781.0,6482.0,6346.25,4.4093791476183455,6.411296268986875,20.23587997499999,,Dang,fixed
off,gil262c_m2,11030.0,10829.0,10702.5,1.8223028105167725,2.969174977334542,52.345048200001656,,Dang,fixed
off,gil262c_m3,10757.0,10369.0,10282.0,3.6069536116017478,4.415729292553686,39.080774224999914,,Dang,fixed
off,gil262c_m4,10281.0,9531.0,9177.5,7.295010213014298,10.733391693415037,29.211691849998715,,Dang,fixed
off,gr229_gen1_m4,223.0,220.0,220.0,1.345291479820628,1.345291479820628,28.650571350000973,,Dang,fixed
off,gr229_gen2_m3,11566.0,11529.0,11395.0,0.3199031644475186,1.4784713816358293,29.34935202500037,,Dang,fixed
off,gr229_gen2_m4,11355.0,11120.0,11120.0,2.0695728753852927,2.0695728753852927,32.86498069999925,,Dang,fixed
off,gr229_gen3_m3,8056.0,7989.0,7957.0,0.8316782522343595,1.2288977159880834,22.67351079999935,,Dang,fixed
off,gr229_gen3_m4,7651.0,7355.0,7355.0,3.868775323487126,3.868775323487126,39.831794325000374,,Dang,fixed
off,kroA150_gen2_m2,4335.0,4211.0,4180.5,2.8604382929642447,3.56401384083045,14.369015275000493,,Dang,fixed
off,kroA150_gen3_m3,2726.0,2521.0,2503.0,7.52017608217168,8.18048422597212,10.525157349999972,,Dang,fixed
off,kroA200_gen1_m4,81.0,80.0,80.0,1.2345679012345678,1.2345679012345678,10.108618899999783,,Dang,fixed
off,kroB200_gen1_m2,111.0,110.0,108.25,0.9009009009009009,2.4774774774774775,15.241115825000634,,Dang,fixed
off,kroB200_gen2_m2,6185.0,6180.0,5902.75,0.08084074373484236,4.5634599838318515,23.42414969999936,,Dang,fixed
off,kroB200_gen2_m4,4944.0,4815.0,4708.0,2.6092233009708736,4.773462783171521,11.83173437500136,,Dang,fixed
off,kroB200_gen3_m2,4765.0,3796.0,3675.25,20.335781741867788,22.869884575026234,25.10677879999912,,Dang,fixed
off,kroB200_gen3_m3,3028.0,2924.0,2921.75,3.4346103038309117,3.5089167767503304,16.218100274999415,,Dang,fixed
off,lin318_gen1_m2,180.0,172.0,167.75,4.444444444444445,6.805555555555555,39.02965155000129,,Dang,fixed
off,lin318_gen1_m3,149.0,147.0,144.5,1.342281879194631,3.0201342281879193,30.638248724999357,,Dang,fixed
off,lin318_gen2_m2,9544.0,8567.0,8532.0,10.236797988264879,10.6035205364627,71.41826544999913,,Dang,fixed
off,lin318_gen2_m3,7807.0,7688.0,7296.0,1.5242730882541309,6.545407967208915,37.93690659999993,,Dang,fixed
off,lin318_gen3_m2,7936.0,6570.0,6563.25,17.212701612903224,17.297757056451612,89.50672817500163,,Dang,fixed
off,lin318_gen3_m4,3797.0,3746.0,3743.5,1.3431656570977086,1.4090071108770081,30.313460024999586,,Dang,fixed
off,pr136_gen1_m2,63.0,63.0,62.25,0.0,1.1904761904761905,6.367397625000194,,Dang,fixed
off,pr136_gen2_m2,3646.0,3522.0,3492.5,3.4009873834339,4.210093252879869,7.582025699999576,,Dang,fixed
off,pr264_gen1_m4,107.0,106.0,106.0,0.9345794392523364,0.9345794392523364,19.199583950000488,,Dang,fixed
