size,instance,config,iteration,mean_gap_percent,min_gap_percent,max_gap_percent,n_seeds
small,bier127_gen1_m3,k100_l1,3400,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,3450,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,3500,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,3550,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,3600,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,3650,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,3700,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,3750,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,3800,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,3850,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,3900,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,3950,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,4000,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,4050,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,4100,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,4150,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,4200,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,4250,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,4300,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,4350,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,4400,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,4450,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,4500,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,4550,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,4600,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,4650,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,4700,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,4750,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,4800,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,4850,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,4900,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,4950,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l1,5000,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,0,10.679611650485436,10.679611650485436,10.679611650485436,2
small,bier127_gen1_m3,k100_l3,50,3.3980582524271847,2.912621359223301,3.883495145631068,2
small,bier127_gen1_m3,k100_l3,100,3.3980582524271847,2.912621359223301,3.883495145631068,2
small,bier127_gen1_m3,k100_l3,150,3.3980582524271847,2.912621359223301,3.883495145631068,2
small,bier127_gen1_m3,k100_l3,200,2.912621359223301,2.912621359223301,2.912621359223301,2
small,bier127_gen1_m3,k100_l3,250,2.912621359223301,2.912621359223301,2.912621359223301,2
small,bier127_gen1_m3,k100_l3,300,2.912621359223301,2.912621359223301,2.912621359223301,2
small,bier127_gen1_m3,k100_l3,350,2.912621359223301,2.912621359223301,2.912621359223301,2
small,bier127_gen1_m3,k100_l3,400,2.912621359223301,2.912621359223301,2.912621359223301,2
small,bier127_gen1_m3,k100_l3,450,2.912621359223301,2.912621359223301,2.912621359223301,2
small,bier127_gen1_m3,k100_l3,500,2.912621359223301,2.912621359223301,2.912621359223301,2
small,bier127_gen1_m3,k100_l3,550,2.912621359223301,2.912621359223301,2.912621359223301,2
small,bier127_gen1_m3,k100_l3,600,2.912621359223301,2.912621359223301,2.912621359223301,2
small,bier127_gen1_m3,k100_l3,650,2.912621359223301,2.912621359223301,2.912621359223301,2
small,bier127_gen1_m3,k100_l3,700,2.912621359223301,2.912621359223301,2.912621359223301,2
small,bier127_gen1_m3,k100_l3,750,2.912621359223301,2.912621359223301,2.912621359223301,2
small,bier127_gen1_m3,k100_l3,800,2.912621359223301,2.912621359223301,2.912621359223301,2
small,bier127_gen1_m3,k100_l3,850,2.912621359223301,2.912621359223301,2.912621359223301,2
small,bier127_gen1_m3,k100_l3,900,2.912621359223301,2.912621359223301,2.912621359223301,2
small,bier127_gen1_m3,k100_l3,950,2.912621359223301,2.912621359223301,2.912621359223301,2
small,bier127_gen1_m3,k100_l3,1000,2.912621359223301,2.912621359223301,2.912621359223301,2
small,bier127_gen1_m3,k100_l3,1050,2.912621359223301,2.912621359223301,2.912621359223301,2
small,bier127_gen1_m3,k100_l3,1100,2.912621359223301,2.912621359223301,2.912621359223301,2
small,bier127_gen1_m3,k100_l3,1150,2.4271844660194173,1.941747572815534,2.912621359223301,2
small,bier127_gen1_m3,k100_l3,1200,2.4271844660194173,1.941747572815534,2.912621359223301,2
small,bier127_gen1_m3,k100_l3,1250,2.4271844660194173,1.941747572815534,2.912621359223301,2
small,bier127_gen1_m3,k100_l3,1300,2.4271844660194173,1.941747572815534,2.912621359223301,2
small,bier127_gen1_m3,k100_l3,1350,2.4271844660194173,1.941747572815534,2.912621359223301,2
small,bier127_gen1_m3,k100_l3,1400,2.4271844660194173,1.941747572815534,2.912621359223301,2
small,bier127_gen1_m3,k100_l3,1450,2.4271844660194173,1.941747572815534,2.912621359223301,2
small,bier127_gen1_m3,k100_l3,1500,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,1550,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,1600,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,1650,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,1700,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,1750,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,1800,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,1850,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,1900,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,1950,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,2000,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,2050,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,2100,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,2150,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,2200,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,2250,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,2300,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,2350,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,2400,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,2450,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,2500,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,2550,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,2600,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,2650,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,2700,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,2750,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,2800,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,2850,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,2900,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,2950,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,3000,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,3050,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,3100,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,3150,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,3200,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,3250,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,3300,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,3350,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,3400,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l3,3450,0.970873786407767,0.970873786407767,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,3500,0.970873786407767,0.970873786407767,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,3550,0.970873786407767,0.970873786407767,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,3600,0.970873786407767,0.970873786407767,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,3650,0.970873786407767,0.970873786407767,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,3700,0.970873786407767,0.970873786407767,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,3750,0.970873786407767,0.970873786407767,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,3800,0.970873786407767,0.970873786407767,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,3850,0.970873786407767,0.970873786407767,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,3900,0.970873786407767,0.970873786407767,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,3950,0.970873786407767,0.970873786407767,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,4000,0.970873786407767,0.970873786407767,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,4050,0.970873786407767,0.970873786407767,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,4100,0.970873786407767,0.970873786407767,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,4150,0.970873786407767,0.970873786407767,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,4200,0.970873786407767,0.970873786407767,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,4250,0.970873786407767,0.970873786407767,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,4300,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,4350,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,4400,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,4450,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,4500,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,4550,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,4600,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,4650,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,4700,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,4750,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,4800,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,4850,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,4900,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,4950,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l3,5000,0.4854368932038835,0.0,0.970873786407767,2
small,bier127_gen1_m3,k100_l5,0,10.679611650485436,10.679611650485436,10.679611650485436,2
small,bier127_gen1_m3,k100_l5,50,3.3980582524271847,2.912621359223301,3.883495145631068,2
small,bier127_gen1_m3,k100_l5,100,3.3980582524271847,2.912621359223301,3.883495145631068,2
small,bier127_gen1_m3,k100_l5,150,3.3980582524271847,2.912621359223301,3.883495145631068,2
small,bier127_gen1_m3,k100_l5,200,2.912621359223301,1.941747572815534,3.883495145631068,2
small,bier127_gen1_m3,k100_l5,250,2.4271844660194173,1.941747572815534,2.912621359223301,2
small,bier127_gen1_m3,k100_l5,300,2.4271844660194173,1.941747572815534,2.912621359223301,2
small,bier127_gen1_m3,k100_l5,350,2.4271844660194173,1.941747572815534,2.912621359223301,2
small,bier127_gen1_m3,k100_l5,400,2.4271844660194173,1.941747572815534,2.912621359223301,2
small,bier127_gen1_m3,k100_l5,450,2.4271844660194173,1.941747572815534,2.912621359223301,2
small,bier127_gen1_m3,k100_l5,500,2.4271844660194173,1.941747572815534,2.912621359223301,2
small,bier127_gen1_m3,k100_l5,550,2.4271844660194173,1.941747572815534,2.912621359223301,2
small,bier127_gen1_m3,k100_l5,600,2.4271844660194173,1.941747572815534,2.912621359223301,2
small,bier127_gen1_m3,k100_l5,650,2.4271844660194173,1.941747572815534,2.912621359223301,2
small,bier127_gen1_m3,k100_l5,700,2.4271844660194173,1.941747572815534,2.912621359223301,2
small,bier127_gen1_m3,k100_l5,750,2.4271844660194173,1.941747572815534,2.912621359223301,2
small,bier127_gen1_m3,k100_l5,800,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,850,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,900,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,950,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,1000,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,1050,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,1100,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,1150,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,1200,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,1250,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,1300,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,1350,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,1400,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,1450,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,1500,1.941747572815534,1.941747572815534,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,1550,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,1600,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,1650,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,1700,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,1750,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,1800,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,1850,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,1900,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,1950,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,2000,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,2050,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,2100,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,2150,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,2200,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,2250,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,2300,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,2350,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,2400,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,2450,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,2500,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,2550,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,2600,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,2650,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,2700,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,2750,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,2800,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,2850,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,2900,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,2950,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,3000,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,3050,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,3100,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,3150,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,3200,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,3250,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,3300,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,3350,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,3400,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,3450,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,3500,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,3550,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,3600,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,3650,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,3700,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,3750,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,3800,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,3850,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,3900,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,3950,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,4000,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,4050,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,4100,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,4150,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,4200,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,4250,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,4300,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,4350,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,4400,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,4450,1.4563106796116505,0.970873786407767,1.941747572815534,2
small,bier127_gen1_m3,k100_l5,4500,1.4563106796116505,0.970873786407767,1.941747572815534,2
