algorithm,instance,bks,best_reward,mean_reward,best_gap,mean_gap,mean_runtime,mean_iterations,dataset,protocol
off,p5.3.k,495.0,495.0,483.75,0.0,2.272727272727273,2.342406075001236,3921.0,Chao,time
off,p5.3.l,595.0,595.0,585.0,0.0,1.680672268907563,2.3756613750019824,3715.0,Chao,time
off,p5.3.n,755.0,755.0,750.0,0.0,0.6622516556291391,3.0317896750002546,4104.5,Chao,time
off,p5.3.o,870.0,870.0,855.0,0.0,1.7241379310344827,3.187885674999052,4237.0,Chao,time
off,p5.3.q,1070.0,1065.0,1065.0,0.4672897196261682,0.4672897196261682,3.6621944999988045,4482.75,Chao,time
off,p5.3.r,1125.0,1125.0,1116.25,0.0,0.7777777777777778,3.494168649999665,4099.5,Chao,time
off,p5.3.s,1190.0,1190.0,1188.75,0.0,0.10504201680672269,4.091652549998798,4633.75,Chao,time
off,p5.3.t,1260.0,1260.0,1257.5,0.0,0.1984126984126984,4.012821274999624,4468.75,Chao,time
off,p5.3.u,1345.0,1345.0,1343.75,0.0,0.09293680297397769,3.745431375001317,4256.25,Chao,time
off,p5.3.v,1425.0,1425.0,1391.25,0.0,2.3684210526315788,3.510886374999245,3934.25,Chao,time
off,p5.3.w,1485.0,1480.0,1466.25,0.3367003367003367,1.2626262626262625,3.385370224998951,3968.25,Chao,time
off,p5.3.x,1555.0,1545.0,1526.25,0.6430868167202572,1.8488745980707395,3.0638110499985487,3606.0,Chao,time
off,p5.3.y,1595.0,1590.0,1590.0,0.31347962382445144,0.31347962382445144,2.8687186000006477,3447.0,Chao,time
off,p5.3.z,1635.0,1635.0,1635.0,0.0,0.0,2.3575496499997826,3060.75,Chao,time
off,p5.4.m,555.0,555.0,551.25,0.0,0.6756756756756757,2.461985625000125,3624.25,Chao,time
off,p5.4.o,690.0,690.0,686.25,0.0,0.5434782608695652,2.897927349999918,4176.5,Chao,time
off,p5.4.p,765.0,760.0,760.0,0.6535947712418301,0.6535947712418301,2.993268550000721,3864.25,Chao,time
off,p5.4.q,860.0,860.0,860.0,0.0,0.0,3.383487224999044,4085.5,Chao,time
off,p5.4.r,960.0,900.0,900.0,6.25,6.25,3.5386824000006527,4212.75,Chao,time
off,p5.4.s,1030.0,1015.0,1003.75,1.4563106796116505,2.5485436893203883,3.6197230250008943,4085.5,Chao,time
off,p5.4.t,1160.0,1125.0,1107.5,3.0172413793103448,4.525862068965517,3.6395893000008073,4035.75,Chao,time
off,p5.4.u,1300.0,1300.0,1285.0,0.0,1.1538461538461537,3.3530564000002414,3942.5,Chao,time
off,p5.4.v,1320.0,1320.0,1320.0,0.0,0.0,3.1491291250003997,3606.5,Chao,time
off,p5.4.w,1390.0,1380.0,1380.0,0.7194244604316546,0.7194244604316546,3.4796039249995374,3920.75,Chao,time
off,p5.4.x,1450.0,1430.0,1425.0,1.3793103448275863,1.7241379310344827,3.2198414250005953,3674.75,Chao,time
off,p5.4.y,1520.0,1520.0,1506.25,0.0,0.9046052631578947,2.6967801249984404,3261.25,Chao,time
off,p5.4.z,1620.0,1620.0,1620.0,0.0,0.0,2.2058701500000097,2910.75,Chao,time
